"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a9be1073-5616-5158-a23f-ea738a085782","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.36A ENSUITE","Walls / Ceiling","Painted"
"599afe01-3257-4a15-975c-6a7567a557ef","","checklist-sectioned","not-started","Area Ready Checklist","checklist","FALSE","FALSE","Site QA","Area Ready","WING B2","B.37 BED"
"a3546144-543b-5b20-bd62-260587fe479e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.37 BED","Substrate"
"04e91ede-a0f1-5a45-8bc8-c2d6f27c1ed5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.37 BED","Substrate","Substrate Acceptable"
"12753245-97b9-5b22-87b5-6651f2f69cdd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.37 BED","Substrate","Wet Area Screed Installed"
"ad4a1eae-f50f-5e88-8264-0718cd8f7eda","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.37 BED","Walls / Ceiling"
"e491a8d7-13a4-567d-960e-a8a87cff1ebc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.37 BED","Walls / Ceiling","Ceiling Installed"
"d55f226d-140a-5436-879e-2d0e3e8b2b38","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.37 BED","Walls / Ceiling","Gyprock"
"826e2cb8-71a2-55e2-895c-d64e4ec14701","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.37 BED","Walls / Ceiling","Plastered"
"20c572e2-2154-5043-b5ed-c86573dd43b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.37 BED","Walls / Ceiling","Plaster Sanded"
"c51d7172-6126-5479-ad51-3c12967a44fc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.37 BED","Walls / Ceiling","Painted"
"ac5a42dc-4bb5-4200-8e79-ea100070fec9","","checklist-sectioned","not-started","Area Ready Checklist","checklist","FALSE","FALSE","Site QA","Area Ready","WING B2","B.37A ENSUITE"
"d896d879-8904-541e-8063-a934f8f47a06","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.37A ENSUITE","Substrate"
"0fb4d7b4-d1f4-5456-9736-8502342024e0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.37A ENSUITE","Substrate","Substrate Acceptable"
"34ff8f3c-d062-58bc-8278-e24255b8ad42","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.37A ENSUITE","Substrate","Wet Area Screed Installed"
"51fa01fb-1603-5b7c-9dae-c818c9c3218d","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.37A ENSUITE","Walls / Ceiling"
"6acf8d21-97c8-564a-93fc-2b430ea50d4c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.37A ENSUITE","Walls / Ceiling","Ceiling Installed"
"15c3d958-3788-58f2-aee4-d829f976e818","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.37A ENSUITE","Walls / Ceiling","Gyprock"
"34dd2d49-226c-5ff5-a148-5f4481ab38a3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.37A ENSUITE","Walls / Ceiling","Plastered"
"147d4e47-0705-5311-986d-098ab033b7bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.37A ENSUITE","Walls / Ceiling","Plaster Sanded"
"f27e9d84-4301-5d71-b656-88f32964f086","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.37A ENSUITE","Walls / Ceiling","Painted"
"4ac6792d-56f8-4c4b-83a7-efb96ce5900f","","checklist-sectioned","not-started","Area Ready Checklist","checklist","FALSE","FALSE","Site QA","Area Ready","WING B2","B.38 BED"
"873002f2-4ea4-5a2e-b13c-22020af588fe","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.38 BED","Substrate"
"f88ff736-f4e4-554f-9191-d8843f23cec5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.38 BED","Substrate","Substrate Acceptable"
"05e959c7-ffcf-5a59-9292-a9b0949baaaf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.38 BED","Substrate","Wet Area Screed Installed"
"23ce04f7-13be-5c70-9d5e-b1a556819b20","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.38 BED","Walls / Ceiling"
"18bd3cd9-fb8c-5d45-85e1-37c2804b37e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.38 BED","Walls / Ceiling","Ceiling Installed"
"939ace8a-cd4e-532c-8b3a-198d4a4eb456","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.38 BED","Walls / Ceiling","Gyprock"
"338dca82-447d-507e-894b-5f2cb8f8fff4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.38 BED","Walls / Ceiling","Plastered"
"1053ac81-d038-52e0-a6f8-fdbf61c64a32","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.38 BED","Walls / Ceiling","Plaster Sanded"
"49d351f8-da8b-59f6-ad85-e33908bd1831","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.38 BED","Walls / Ceiling","Painted"
"80a74c65-80d2-471f-89d3-64695acffc06","","checklist-sectioned","not-started","Area Ready Checklist","checklist","FALSE","FALSE","Site QA","Area Ready","WING B2","B.38A ENSUITE"
"eb11d313-4c90-5781-99c7-f46db4b61c6b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.38A ENSUITE","Substrate"
"ba375139-d24e-5738-8faa-5b8d4059047c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.38A ENSUITE","Substrate","Substrate Acceptable"
"63e57f20-ad93-5e2c-a45c-27fa6a8b2e6c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.38A ENSUITE","Substrate","Wet Area Screed Installed"
"ccca07e3-567c-5a1e-9730-037b3e0cd750","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.38A ENSUITE","Walls / Ceiling"
"3254faa0-8a36-51f4-84f9-558ca2678e95","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.38A ENSUITE","Walls / Ceiling","Ceiling Installed"
"0becac95-7615-5446-943d-a1dc780cd96e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.38A ENSUITE","Walls / Ceiling","Gyprock"
"19182510-fa8e-5198-a869-99a97e56922f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.38A ENSUITE","Walls / Ceiling","Plastered"
"93c16011-1d9c-546f-b4e1-4e8c1284f75f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.38A ENSUITE","Walls / Ceiling","Plaster Sanded"
"245f99ee-3cd4-5546-8e68-9d7f47711c61","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.38A ENSUITE","Walls / Ceiling","Painted"
"38bf78e1-ac41-4d14-b640-713e9ef5acd6","","checklist-sectioned","not-started","Area Ready Checklist","checklist","FALSE","FALSE","Site QA","Area Ready","WING B2","B.39 BED"
"2aad47b0-a86b-5cc7-8d20-949c3808d591","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.39 BED","Substrate"
"24a6d354-fc86-5008-ac31-324eb0a764be","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.39 BED","Substrate","Substrate Acceptable"
"2e5aa993-c443-5cc0-8ec9-ac65853b7905","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.39 BED","Substrate","Wet Area Screed Installed"
"895d389c-fd47-558a-a7c5-c7e41879c90e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.39 BED","Walls / Ceiling"
"0441c142-0e34-5c95-9fc9-ece972daef1c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.39 BED","Walls / Ceiling","Ceiling Installed"
"e5ee9b90-a46a-5af2-bd4f-be597bb3065c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.39 BED","Walls / Ceiling","Gyprock"
"4d8e8bf5-9596-5368-86aa-0597bac1036f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.39 BED","Walls / Ceiling","Plastered"
"d0294755-c68d-58e6-9217-d2e168e18dc8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.39 BED","Walls / Ceiling","Plaster Sanded"
"b394c0b2-118b-5cd3-a9e4-b8354239cc98","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.39 BED","Walls / Ceiling","Painted"
"bf725fa7-7b63-4830-8491-fac686dd3bc5","","checklist-sectioned","not-started","Area Ready Checklist","checklist","FALSE","FALSE","Site QA","Area Ready","WING B2","B.39A ENSUITE"
"ea33d064-892a-5556-bf60-1ceb6fca19c7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.39A ENSUITE","Substrate"
"e65738e5-2356-5c31-b54d-fe10337b6c84","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.39A ENSUITE","Substrate","Substrate Acceptable"
"fe1fd697-1643-5bd4-9e70-48fdb9da1791","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.39A ENSUITE","Substrate","Wet Area Screed Installed"
"8b373759-ac7c-5a32-b871-f72df77c37a3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.39A ENSUITE","Walls / Ceiling"
"d01d8045-fff9-54d9-9fc9-ebe729c64b6a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.39A ENSUITE","Walls / Ceiling","Ceiling Installed"
"e84a7117-8901-56de-8295-a942571a2dc1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.39A ENSUITE","Walls / Ceiling","Gyprock"
"806eda02-9ca3-5d79-a2a2-7d00d411691b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.39A ENSUITE","Walls / Ceiling","Plastered"
"6890a0ed-fb64-52ff-a8d2-c4b23d96fbec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.39A ENSUITE","Walls / Ceiling","Plaster Sanded"
"577d90c6-83ae-55b8-9fc6-6edf7f8a250b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.39A ENSUITE","Walls / Ceiling","Painted"
"91486388-8f52-48ce-867d-d3ecc7eef12f","","checklist-sectioned","not-started","Area Ready Checklist","checklist","FALSE","FALSE","Site QA","Area Ready","WING B2","B.40 BED"
"2186befe-cf78-532c-aaec-9453c381b8b6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.40 BED","Substrate"
"5926f5ba-b527-50ae-92df-8df74db8105f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.40 BED","Substrate","Substrate Acceptable"
"6bae1d0f-a7e6-5973-88d4-e89a4bd2d29f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.40 BED","Substrate","Wet Area Screed Installed"
"9f003a85-35ce-5bdd-8298-02355a8e7667","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.40 BED","Walls / Ceiling"
"f9301871-d0dc-5f33-8f15-40d368b9145e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.40 BED","Walls / Ceiling","Ceiling Installed"
"840e29b5-c54e-5574-988a-bfdab5a6ba4d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.40 BED","Walls / Ceiling","Gyprock"
"0b7682e1-45b8-5473-9e63-5c465a976631","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.40 BED","Walls / Ceiling","Plastered"
"cafcc761-982d-5824-8d9e-060eb4821454","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.40 BED","Walls / Ceiling","Plaster Sanded"
"c5678921-238e-52ad-80cf-f48519e2200a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.40 BED","Walls / Ceiling","Painted"
"36b962cd-1395-4285-a5e5-8332ffc01012","","checklist-sectioned","not-started","Area Ready Checklist","checklist","FALSE","FALSE","Site QA","Area Ready","WING B2","B.40A ENSUITE"
"70e4b21e-b084-5c5e-824a-c5092b912f3d","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.40A ENSUITE","Substrate"
"93192659-7c2b-5d6a-8471-959f6cc73785","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.40A ENSUITE","Substrate","Substrate Acceptable"
"885df619-e758-5856-abb7-a035548b4b81","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.40A ENSUITE","Substrate","Wet Area Screed Installed"
"f1c18b8b-b997-58a6-b076-796a1e97001e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.40A ENSUITE","Walls / Ceiling"
"946dee83-e30e-5e5e-9929-b20a188f53b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.40A ENSUITE","Walls / Ceiling","Ceiling Installed"
"e73c8e3e-fe7a-5986-80af-ff899caaa6e7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.40A ENSUITE","Walls / Ceiling","Gyprock"
"ae8db9ec-b321-52da-bf2b-57409f04267b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.40A ENSUITE","Walls / Ceiling","Plastered"
"5ab7fd17-0a94-5a57-90d7-81e9731fda46","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.40A ENSUITE","Walls / Ceiling","Plaster Sanded"
"86774362-60f7-59d6-a279-710a827dfff2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.40A ENSUITE","Walls / Ceiling","Painted"
"dcdcee5e-b05a-400f-9b73-0df601ebb65f","","checklist-sectioned","not-started","Area Ready Checklist","checklist","FALSE","FALSE","Site QA","Area Ready","WING B2","B.41 BED"
"37af6664-9b10-55fa-a7f9-ca879d5b5b5e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.41 BED","Substrate"
"4a391368-055f-5ea9-ad92-5c8f074f7a8f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.41 BED","Substrate","Substrate Acceptable"
"3176602b-0bf9-5b9d-ac53-2ceb6d7a8d3e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.41 BED","Substrate","Wet Area Screed Installed"
"3d4465b0-5c11-5761-83c1-457d1a400c81","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.41 BED","Walls / Ceiling"
"31a0a722-9226-5f11-94c2-26d79514e793","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.41 BED","Walls / Ceiling","Ceiling Installed"
"1cb3bf1f-7c5e-5dc1-8b54-0704cd281d7f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.41 BED","Walls / Ceiling","Gyprock"
"de2d2dd3-4e81-55e8-9b02-98cdaad0487a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.41 BED","Walls / Ceiling","Plastered"
"df2f0b54-6f49-5bc7-ba42-ad3598fda6e5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.41 BED","Walls / Ceiling","Plaster Sanded"
"e51dd808-af99-5574-8a0e-e907f517b2e6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.41 BED","Walls / Ceiling","Painted"
"cc6e0ceb-a529-40e6-9546-3a722a05302e","","checklist-sectioned","not-started","Area Ready Checklist","checklist","FALSE","FALSE","Site QA","Area Ready","WING B2","B.41A ENSUITE"
"99dac639-7fce-59a9-a67f-b94af62e6e76","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.41A ENSUITE","Substrate"
"8117e415-3abc-580b-b45e-4ae9476b21c4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.41A ENSUITE","Substrate","Substrate Acceptable"
"b076e8b7-f4ec-51bc-9e45-cc1ac057c415","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.41A ENSUITE","Substrate","Wet Area Screed Installed"
"0bf26b14-11a8-5617-90ac-ecc79bcf7553","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.41A ENSUITE","Walls / Ceiling"
"570c99cd-23d5-5560-902f-fc3862b6f8b0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.41A ENSUITE","Walls / Ceiling","Ceiling Installed"
"dd7b21ec-ed7e-5da8-b80d-7d6a9b62bb10","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.41A ENSUITE","Walls / Ceiling","Gyprock"
"dd09e1ae-55ac-58be-9e54-8a810b07e7af","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.41A ENSUITE","Walls / Ceiling","Plastered"
"06800fbc-b787-53aa-b0ea-406c3873cc21","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.41A ENSUITE","Walls / Ceiling","Plaster Sanded"
"0e403baa-277e-5215-af14-9db1554ea11d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.41A ENSUITE","Walls / Ceiling","Painted"
"10e7dfc7-4625-4c66-a014-f71cdc743975","","checklist-sectioned","not-started","Area Ready Checklist","checklist","FALSE","FALSE","Site QA","Area Ready","WING B2","B.42 BED"
"998b20d9-827e-5be0-be61-bbeef68d21e1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.42 BED","Substrate"
"ebb8fcaf-ea30-5d68-8b0e-e5b9de702457","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.42 BED","Substrate","Substrate Acceptable"
"ee71c4b1-cb50-58ce-8bea-ad2cba735e8c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.42 BED","Substrate","Wet Area Screed Installed"
"353e2b26-e348-542b-9b91-681a7c0f6449","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.42 BED","Walls / Ceiling"
"0ab6858d-3952-5c66-abcd-1bec14898e94","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.42 BED","Walls / Ceiling","Ceiling Installed"
"60e95980-c7e1-597f-8798-6916162778ff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.42 BED","Walls / Ceiling","Gyprock"
"4cba5c9b-bbe1-53d8-8ad4-a91e469d51cd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.42 BED","Walls / Ceiling","Plastered"
"b5bc7124-6e3f-5a24-ba1c-2c42c02cbbbb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.42 BED","Walls / Ceiling","Plaster Sanded"
"e247432e-47bb-5617-b9f8-bc740a46fe4a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.42 BED","Walls / Ceiling","Painted"
"91566614-6a4a-4a35-853a-781eabcde11d","","checklist-sectioned","not-started","Area Ready Checklist","checklist","FALSE","FALSE","Site QA","Area Ready","WING B2","B.43 BED"
"9b5a0a17-309a-5c2e-8448-5698dd9035a5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.43 BED","Substrate"
"aff7a7cf-ac2c-5bb8-a39b-afefe607dbea","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.43 BED","Substrate","Substrate Acceptable"
"9a87cf24-1548-51fa-be5c-54c7fa6e0ce5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.43 BED","Substrate","Wet Area Screed Installed"
"ef91d47c-2796-5287-bdbb-64e7d9e160fd","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.43 BED","Walls / Ceiling"
"2d1fb0cf-8c8e-5552-9971-c0ff9cc97140","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.43 BED","Walls / Ceiling","Ceiling Installed"
"1b731eae-4cec-5d86-99ea-9f0d13d10d2e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.43 BED","Walls / Ceiling","Gyprock"
"6b30d34f-5d89-58dd-ac77-e50d497efad8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.43 BED","Walls / Ceiling","Plastered"
"4c7dd848-97b9-5475-b182-e30330d46d2e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.43 BED","Walls / Ceiling","Plaster Sanded"
"45152f04-3b08-5d85-a369-af84fc9f508d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.43 BED","Walls / Ceiling","Painted"
"63595c67-5d73-45d4-801d-d384d742e587","","checklist-sectioned","not-started","Area Ready Checklist","checklist","FALSE","FALSE","Site QA","Area Ready","WING B2","B.43A BED"
"929fc85e-0282-5cd5-8530-843ef4513394","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.43A BED","Substrate"
"ec129144-6422-53b5-b65d-f36bc6778e7c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.43A BED","Substrate","Substrate Acceptable"
"603eda97-e197-54e0-96d6-0d8d1a05dbd3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.43A BED","Substrate","Wet Area Screed Installed"
"b6911fbe-3d8e-5e93-96ea-7212c7a3be18","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.43A BED","Walls / Ceiling"
"0a213aad-4dc8-5e49-bce2-d100a8da0dfb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.43A BED","Walls / Ceiling","Ceiling Installed"
"d5d385c4-38e1-5edf-a7cc-52f4ca20fae3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.43A BED","Walls / Ceiling","Gyprock"
"b75b6810-54da-5261-a36c-e72bc43bf7c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.43A BED","Walls / Ceiling","Plastered"
"8cfef299-b24c-5571-93f9-fa5c0e74a005","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.43A BED","Walls / Ceiling","Plaster Sanded"
"fdec161f-82fb-51b2-ab61-bc24652e7792","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.43A BED","Walls / Ceiling","Painted"
"5800798f-0157-46c4-bbc1-70d2501f650c","","checklist-sectioned","not-started","Area Ready Checklist","checklist","FALSE","FALSE","Site QA","Area Ready","WING B2","B.98 CORRIDOR"
"47525fa8-c5d9-5261-9212-7cd8a2ada606","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.98 CORRIDOR","Substrate"
"756ce20c-f9b4-5723-b4ad-ff4ddd3d7382","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.98 CORRIDOR","Substrate","Substrate Acceptable"
"f6e9ec37-a64a-59da-94a0-38c872e3b6df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.98 CORRIDOR","Substrate","Wet Area Screed Installed"
"32f8650a-17b8-5542-9000-212bd221b5da","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B.98 CORRIDOR","Walls / Ceiling"
"80b31e93-f71d-5dff-afa8-109f0f45581e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.98 CORRIDOR","Walls / Ceiling","Ceiling Installed"
"2adbba16-78c9-5860-8a26-bf4fbf9d08ab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.98 CORRIDOR","Walls / Ceiling","Gyprock"
"f36474e2-fe38-518a-ae13-65e5af35e353","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.98 CORRIDOR","Walls / Ceiling","Plastered"
"c24635a5-2e09-5d91-aa0e-a8cd626e8c40","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.98 CORRIDOR","Walls / Ceiling","Plaster Sanded"
"56cda943-3f46-5a96-95f7-afe26dc30bd6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B.98 CORRIDOR","Walls / Ceiling","Painted"
"5191db74-3022-4f36-b49c-e3b4d1316f7e","","checklist-sectioned","not-started","Area Ready Checklist","checklist","FALSE","FALSE","Site QA","Area Ready","WING B2","B42A ENSUITE"
"0e2ef4db-58b9-5b5f-b067-57fb0b715fc6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B42A ENSUITE","Substrate"
"9d083586-dde2-5a36-96ab-9dd5b608d382","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B42A ENSUITE","Substrate","Substrate Acceptable"
"f7cae65d-9797-5689-a04f-12b41093d651","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B42A ENSUITE","Substrate","Wet Area Screed Installed"
"1eb5b7a1-b623-51d6-86c2-5f8656a7efc6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Area Ready","WING B2","B42A ENSUITE","Walls / Ceiling"
"d23889cf-4730-5704-9290-579cf5287018","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B42A ENSUITE","Walls / Ceiling","Ceiling Installed"
"c39948e3-a59a-5559-bdf7-1929eb81677e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B42A ENSUITE","Walls / Ceiling","Gyprock"
"ce43aa1d-a41a-53dc-8481-6c6442a3fc9e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B42A ENSUITE","Walls / Ceiling","Plastered"
"020ec95f-b7ab-5db0-a873-7e4cc5e69d23","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Area Ready","WING B2","B42A ENSUITE","Walls / Ceiling","Plaster Sanded"
