ÿ"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Interior Fit Out Progress"
,"Scope",,,"apartments - interior fitout"
,"Rows"
,,"Basement B1 - Carpark","grouping","basement b1","carpark"
,,"Zone 1","expanded","basement b1","zone 1","carpark"
,,"B1 -Zone 2 (Grid 6-12 & A-F)","expanded","basement b1","carpark","b1 -zone 2 (grid 6-12 & a-f)"
,,"B1- Zone 3(Grid 6-12 & F-K)","expanded","basement b1","b1- zone 3(grid 6-12 & f-k)","carpark"
,,"B1- Zone 4 (Grid 1-6 & G -K)","expanded","basement b1","carpark","b1- zone 4 (grid 1-6 & g -k)"
,,"B1-Zone 5 ( Grid 6-12 K-N)","expanded","basement b1","b1-zone 5 ( grid 6-12 k-n)","carpark"
,,"B1- Zone 6(Grid 1-6 & K-N)","expanded","b1- zone 6(grid 1-6 & k-n)","basement b1","carpark"
,,"Basement B1 - B1-Common Areas","grouping","basement b1","b1-common areas"
,,"B1-Stair 1","expanded","basement b1","b1-common areas","b1-stair 1"
,,"B1-Stair 2","expanded","basement b1","b1-common areas","b1-stair 2"
,,"B1-Refuse 1","expanded","basement b1","b1-refuse 1","b1-common areas"
,,"B1-Refuse 4","expanded","b1-refuse 4","basement b1","b1-common areas"
,,"B1-Entry 01","expanded","basement b1","b1-common areas","b1-entry 01"
,,"B1-Entry 02","expanded","b1-entry 02","basement b1","b1-common areas"
,,"B1-Entry 03","expanded","basement b1","b1-common areas","b1-entry 03"
,,"Basement B1 - B1- Service Spaces","grouping","basement b1","b1- service spaces"
,,"B1-Fan 1","expanded","basement b1","b1- service spaces","b1-fan 1"
,,"B1-Plenum 1","expanded","basement b1","b1-plenum 1","b1- service spaces"
,,"B1-Lift 1/2- Shaft/Pit","expanded","basement b1","b1- service spaces","b1-lift 1/2- shaft/pit"
,,"B1-Lift 3/4-Shaft/Pit","expanded","basement b1","b1-lift 3/4-shaft/pit","b1- service spaces"
,,"B1-Lift 5- Shaft/Pit","expanded","b1-lift 5- shaft/pit","basement b1","b1- service spaces"
,,"B1- Lift 6-Shaft/Pit","expanded","basement b1","b1- lift 6-shaft/pit","b1- service spaces"
,,"B1-Lift 7 - Shaft/Pit","expanded","basement b1","b1-lift 7 - shaft/pit","b1- service spaces"
,,"B1-Stair 1 Service Duct","expanded","basement b1","b1-stair 1 service duct","b1- service spaces"
,,"B1-Stair 2 -Service Duct 1","expanded","basement b1","b1-stair 2 -service duct 1","b1- service spaces"
,,"B1-Stair 2 -Service Duct 2","expanded","basement b1","b1-stair 2 -service duct 2","b1- service spaces"
,,"B1-Sprinkler Tank Room","expanded","b1-sprinkler tank room","basement b1","b1- service spaces"
,,"B1-Plenum (Behind Sprinkler Room)","expanded","basement b1","b1- service spaces","b1-plenum (behind sprinkler room)"
,,"B1-Riser 01","expanded","basement b1","b1-riser 01","b1- service spaces"
,,"B1-DB Cupboard 01","expanded","basement b1","b1-db cupboard 01","b1- service spaces"
,,"Lower Ground (LG) - LG-Tenancies","grouping","lower ground (lg)","lg-tenancies"
,,"LG-S001 (Subway)","expanded","lower ground (lg)","lg-s001 (subway)","lg-tenancies"
,,"LG-S002 (F & B)","expanded","lg-s002 (f & b)","lower ground (lg)","lg-tenancies"
,,"LG-S003 (Retail)","expanded","lg-s003 (retail)","lower ground (lg)","lg-tenancies"
,,"LG-M0001 (Farmers)","expanded","lower ground (lg)","lg-m0001 (farmers)","lg-tenancies"
,,"LG Storage 01","expanded","lg storage 01","lower ground (lg)","lg-tenancies"
,,"LG-Storage 02","expanded","lower ground (lg)","lg-storage 02","lg-tenancies"
,,"LG -Storage 04","expanded","lg -storage 04","lower ground (lg)","lg-tenancies"
,,"Lower Ground (LG) - LG -Carpark","grouping","lower ground (lg)","lg -carpark"
,,"LG-Zone 4 (Grid 1-6 & G -K)","expanded","lower ground (lg)","lg -carpark","lg-zone 4 (grid 1-6 & g -k)"
,,"LG-Zone 5 ( Grids 6-12 & K-N)","expanded","lower ground (lg)","lg -carpark","lg-zone 5 ( grids 6-12 & k-n)"
,,"LG-Zone 6 (Grid 1-6 & K-N)","expanded","lower ground (lg)","lg -carpark","lg-zone 6 (grid 1-6 & k-n)"
,,"Lower Ground (LG) - LG-Common Spaces","grouping","lower ground (lg)","lg-common spaces"
,,"LG-Stair 1","expanded","lg-stair 1","lower ground (lg)","lg-common spaces"
,,"LG-Stair 2","expanded","lower ground (lg)","lg-stair 2","lg-common spaces"
,,"Stair 3","expanded","lower ground (lg)","stair 3","lg-common spaces"
,,"Stair 4","expanded","lower ground (lg)","stair 4","lg-common spaces"
,,"LG-Stair 5","expanded","lg-stair 5","lower ground (lg)","lg-common spaces"
,,"LG-Stair 6","expanded","lower ground (lg)","lg-stair 6","lg-common spaces"
,,"LG-Refuse 02","expanded","lg-refuse 02","lower ground (lg)","lg-common spaces"
,,"LG-Entry 08","expanded","lower ground (lg)","lg-entry 08","lg-common spaces"
,,"LG-Entry 09","expanded","lower ground (lg)","lg-entry 09","lg-common spaces"
,,"LG-Lift Lobby 1&2","expanded","lg-lift lobby 1&2","lower ground (lg)","lg-common spaces"
,,"LG-Escalator /Void","expanded","lower ground (lg)","lg-common spaces","lg-escalator /void"
,,"LG-Egress Corridor 01","expanded","lg-egress corridor 01","lower ground (lg)","lg-common spaces"
,,"LG-Egress Corridor 02","expanded","lower ground (lg)","lg-egress corridor 02","lg-common spaces"
,,"Lower Ground (LG) - LG-Service Areas","grouping","lower ground (lg)","lg-service areas"
,,"LG- Lift 1& 2 Shaft","expanded","lower ground (lg)","lg-service areas","lg- lift 1& 2 shaft"
,,"LG-Lift 3&4 Shaft","expanded","lg-lift 3&4 shaft","lower ground (lg)","lg-service areas"
,,"LG-Lift 5 Shaft","expanded","lower ground (lg)","lg-lift 5 shaft","lg-service areas"
,,"LG-Lift 6 - Shaft","expanded","lower ground (lg)","lg-lift 6 - shaft","lg-service areas"
,,"LG- Lift 7 - Shaft","expanded","lower ground (lg)","lg-service areas","lg- lift 7 - shaft"
,,"LG-Service 04","expanded","lower ground (lg)","lg-service 04","lg-service areas"
,,"LG-Service 02","expanded","lower ground (lg)","lg-service areas","lg-service 02"
,,"LG-Services Duct Stair 01","expanded","lower ground (lg)","lg-service areas","lg-services duct stair 01"
,,"LG- Service Ducts(2) Stair 02","expanded","lg- service ducts(2) stair 02","lower ground (lg)","lg-service areas"
,,"LG-Carpark Extract 02","expanded","lower ground (lg)","lg-service areas","lg-carpark extract 02"
,,"LG-Services 02","expanded","lg-services 02","lower ground (lg)","lg-service areas"
,,"LG-Service Duct Storeroom 4","expanded","lower ground (lg)","lg-service areas","lg-service duct storeroom 4"
,,"LG-Carpark Extract Riser 1","expanded","lower ground (lg)","lg-carpark extract riser 1","lg-service areas"
,,"LG-Carpark Extract 06","expanded","lower ground (lg)","lg-service areas","lg-carpark extract 06"
,,"LG -DB Cupboard 01 (LG)","expanded","lower ground (lg)","lg -db cupboard 01 (lg)","lg-service areas"
,,"LG-Duct Around Lift 7","expanded","lower ground (lg)","lg-duct around lift 7","lg-service areas"
,,"LG- Duct Egress Corridor 01","expanded","lower ground (lg)","lg-service areas","lg- duct egress corridor 01"
,,"LG-Service 10","expanded","lg-service 10","lower ground (lg)","lg-service areas"
,,"Lower Ground Mezz(LGm) - LGm-Carpark","grouping","lower ground mezz(lgm)","lgm-carpark"
,,"LG -Zone 4(Grid 1-6 & G-K)","expanded","lower ground mezz(lgm)","lg -zone 4(grid 1-6 & g-k)","lgm-carpark"
,,"LG -Zone 6(Grid 1-6 & K-N)","expanded","lg -zone 6(grid 1-6 & k-n)","lower ground mezz(lgm)","lgm-carpark"
,,"Lower Ground Mezz(LGm) - LGm-Common Space","grouping","lower ground mezz(lgm)","lgm-common space"
,,"LGm -Egress Common Room 01","expanded","lower ground mezz(lgm)","lgm-common space","lgm -egress common room 01"
,,"LGm-Store Room 6","expanded","lower ground mezz(lgm)","lgm-store room 6","lgm-common space"
,,"Lower Ground Mezz(LGm) - LGm-Service Spaces","grouping","lgm-service spaces","lower ground mezz(lgm)"
,,"LGm-Gas Room","expanded","lgm-gas room","lgm-service spaces","lower ground mezz(lgm)"
,,"LGm-Carpark Extract riser 02","expanded","lgm-service spaces","lgm-carpark extract riser 02","lower ground mezz(lgm)"
,,"LGm-Store 01","expanded","lgm-service spaces","lgm-store 01","lower ground mezz(lgm)"
,,"LGm- DB Board 01","expanded","lgm-service spaces","lower ground mezz(lgm)","lgm- db board 01"
,,"LGm- Service 3","expanded","lgm-service spaces","lower ground mezz(lgm)","lgm- service 3"
,,"Upper Ground(UG) - UG-Tenancies","grouping","upper ground(ug)","ug-tenancies"
,,"UG-Farmers Retail","expanded","upper ground(ug)","ug-tenancies","ug-farmers retail"
,,"UG-Farmers BOH","expanded","upper ground(ug)","ug-tenancies","ug-farmers boh"
,,"UG-S101 F & B","expanded","upper ground(ug)","ug-tenancies","ug-s101 f & b"
,,"UG-S102 F & B","expanded","ug-s102 f & b","upper ground(ug)","ug-tenancies"
,,"UG- Terrace 01","expanded","ug- terrace 01","upper ground(ug)","ug-tenancies"
,,"UG-S103 F & B","expanded","upper ground(ug)","ug-tenancies","ug-s103 f & b"
,,"UG- S105 Retail","expanded","upper ground(ug)","ug- s105 retail","ug-tenancies"
,,"UG- S106 Retail","expanded","upper ground(ug)","ug-tenancies","ug- s106 retail"
,,"Upper Ground(UG) - UG- Common Areas","grouping","upper ground(ug)","ug- common areas"
,,"UG-Entry 07","expanded","upper ground(ug)","ug- common areas","ug-entry 07"
,,"UG-Terrace 01","expanded","upper ground(ug)","ug- common areas","ug-terrace 01"
,,"UG-Public Corridor 02","expanded","upper ground(ug)","ug-public corridor 02","ug- common areas"
,,"UG-Stair 01","expanded","upper ground(ug)","ug- common areas","ug-stair 01"
,,"UG-Refuse 03","expanded","upper ground(ug)","ug- common areas","ug-refuse 03"
,,"UG-Stair 03","expanded","ug-stair 03","upper ground(ug)","ug- common areas"
,,"UG-Stair 5","expanded","upper ground(ug)","ug- common areas","ug-stair 5"
,,"UG-Stair 02","expanded","upper ground(ug)","ug-stair 02","ug- common areas"
,,"UG-Stair 02a","expanded","upper ground(ug)","ug- common areas","ug-stair 02a"
,,"UG-Stair 04","expanded","upper ground(ug)","ug- common areas","ug-stair 04"
,,"UG-Stair 12","expanded","upper ground(ug)","ug- common areas","ug-stair 12"
,,"UG-Entry 4","expanded","upper ground(ug)","ug- common areas","ug-entry 4"
,,"UG-Lift 3&4 Lobby","expanded","ug-lift 3&4 lobby","upper ground(ug)","ug- common areas"
,,"UG-Stair 2 Lobby","expanded","upper ground(ug)","ug- common areas","ug-stair 2 lobby"
,,"UG-Store 06","expanded","upper ground(ug)","ug- common areas","ug-store 06"
,,"UG-Storage 05","expanded","upper ground(ug)","ug- common areas","ug-storage 05"
,,"UG-Egress Corridor 1","expanded","upper ground(ug)","ug- common areas","ug-egress corridor 1"
,,"UG-Refuse room ( UG)","expanded","upper ground(ug)","ug- common areas","ug-refuse room ( ug)"
,,"Upper Ground(UG) - UG-Carpark","grouping","upper ground(ug)","ug-carpark"
,,"UG-Zone 4 (Grid 1-6 & G -K)","expanded","upper ground(ug)","ug-zone 4 (grid 1-6 & g -k)","ug-carpark"
,,"UG-Zone 5(Grid 6-12 & K-N)","expanded","upper ground(ug)","ug-zone 5(grid 6-12 & k-n)","ug-carpark"
,,"UG-Zone 6 (Grid 1-6 & K-N)","expanded","upper ground(ug)","ug-zone 6 (grid 1-6 & k-n)","ug-carpark"
,,"Upper Ground(UG) - UG-Service Areas","grouping","upper ground(ug)","ug-service areas"
,,"UG-Service 03","expanded","upper ground(ug)","ug-service areas","ug-service 03"
,,"UG-Service 01","expanded","upper ground(ug)","ug-service areas","ug-service 01"
,,"UG-Service 02","expanded","upper ground(ug)","ug-service 02","ug-service areas"
,,"UG-Carpark Supply Air Duct","expanded","upper ground(ug)","ug-service areas","ug-carpark supply air duct"
,,"UG-Carpark Extract Riser 03","expanded","upper ground(ug)","ug-service areas","ug-carpark extract riser 03"
,,"UG-Gas Room","expanded","upper ground(ug)","ug-service areas","ug-gas room"
,,"Carpark Extract Riser 02","expanded","carpark extract riser 02","upper ground(ug)","ug-service areas"
,,"UG-Service 07","expanded","upper ground(ug)","ug-service areas","ug-service 07"
,,"UG-Services 06","expanded","upper ground(ug)","ug-service areas","ug-services 06"
,,"UG-High Voltage Room","expanded","upper ground(ug)","ug-high voltage room","ug-service areas"
,,"UG-MSB 01","expanded","upper ground(ug)","ug-service areas","ug-msb 01"
,,"UG-Hydraulics room","expanded","upper ground(ug)","ug-service areas","ug-hydraulics room"
,,"UG-MSB 02","expanded","upper ground(ug)","ug-service areas","ug-msb 02"
,,"UG-Sprinkler Valve room 1","expanded","upper ground(ug)","ug-sprinkler valve room 1","ug-service areas"
,,"Upper Ground Mezz(UGm) - UGm-Common Areas","grouping","ugm-common areas","upper ground mezz(ugm)"
,,"UGm-Bike Storage","expanded","ugm-bike storage","ugm-common areas","upper ground mezz(ugm)"
,,"UGm-Storage","expanded","ugm-common areas","upper ground mezz(ugm)","ugm-storage"
,,"UGm-End of Trip - Amenities","expanded","ugm-end of trip - amenities","ugm-common areas","upper ground mezz(ugm)"
,,"UGm-Stair 2","expanded","ugm-stair 2","ugm-common areas","upper ground mezz(ugm)"
,,"UGm-Stair 1","expanded","ugm-stair 1","ugm-common areas","upper ground mezz(ugm)"
,,"UGm-Stair 5","expanded","ugm-stair 5","ugm-common areas","upper ground mezz(ugm)"
,,"UGm-Stair 04","expanded","ugm-stair 04","ugm-common areas","upper ground mezz(ugm)"
,,"Upper Ground Mezz(UGm) - UGm-Carpark","grouping","ugm-carpark","upper ground mezz(ugm)"
,,"UGm-Zone 4( Grids 1-6 & G-K)","expanded","ugm-carpark","upper ground mezz(ugm)","ugm-zone 4( grids 1-6 & g-k)"
,,"UGm-zone 6(Grids 1-6 & K-N)","expanded","ugm-carpark","upper ground mezz(ugm)","ugm-zone 6(grids 1-6 & k-n)"
,,"Upper Ground Mezz(UGm) - UGm-Service Area","grouping","ugm-service area","upper ground mezz(ugm)"
,,"UGm-Services 10","expanded","ugm-services 10","ugm-service area","upper ground mezz(ugm)"
,,"UGm-Services 11","expanded","ugm-service area","upper ground mezz(ugm)","ugm-services 11"
,,"UGm-Services Corridor 08","expanded","ugm-service area","ugm-services corridor 08","upper ground mezz(ugm)"
,,"UGm-Service Area","expanded","ugm-service area","upper ground mezz(ugm)"
,,"UGm-Stair 5","expanded","ugm-service area","ugm-stair 5","upper ground mezz(ugm)"
,,"UGm-Stair 04","expanded","ugm-stair 04","ugm-service area","upper ground mezz(ugm)"
,,"UGm-Lift Shaft 6","expanded","ugm-service area","upper ground mezz(ugm)","ugm-lift shaft 6"
,,"UGm-Lift Shaft 1& 2","expanded","ugm-service area","upper ground mezz(ugm)","ugm-lift shaft 1& 2"
,,"UGm-Lift Shaft 3&4","expanded","ugm-lift shaft 3&4","ugm-service area","upper ground mezz(ugm)"
,,"UGm-Lift Shaft 7","expanded","ugm-lift shaft 7","ugm-service area","upper ground mezz(ugm)"
,"Columns"
,,"Structural Remedials",,"structural remedials"
,,"Walls Services Preline",,"walls services preline"
,,"Wall Preline Approval",,"wall preline approval"
,,"Ceiling Preline",,"ceiling preline"
,,"Wall Lining",,"wall lining"
,,"Ceiling Lining",,"ceiling lining"
,,"Joinery",,"joinery"
,,"Flooring",,"flooring"
,,"Framing / Strapping",,"framing / strapping"
,,"Aluminium Joinery",,"aluminium joinery"
,,"Common Area Floors",,"common area floors"
,,"Wall Finishes - Finishing Lines",,"finishing lines","wall finishes"
,,"Wall Finishes - Door Install",,"wall finishes","door install"
,,"Wall Finishes - Painting",,"painting","wall finishes"
,,"Wall Finishes - Electrical Final Fix Wall",,"wall finishes","electrical final fix wall"
,,"Wall Finishes - Plumbing Final Fix Wall",,"wall finishes","plumbing final fix wall"
,,"Wall Finishes - Mechanical Final Fix Walls",,"wall finishes","mechanical final fix walls"
,,"Wall Finishes - Fire Sprinklers & Alarms Final Fix Walls",,"fire sprinklers & alarms final fix walls","wall finishes"
,,"Wall Finishes - Wall Linings Check",,"wall linings check","wall finishes"
,,"Ceiling Finishes - Finishing Lines",,"ceiling finishes","finishing lines"
,,"Ceiling Finishes - Painting",,"ceiling finishes","painting"
,,"Ceiling Finishes - Electrical Final Fix Ceilings",,"ceiling finishes","electrical final fix ceilings"
,,"Ceiling Finishes - Plumbing Final Fix Ceiling",,"ceiling finishes","plumbing final fix ceiling"
,,"Ceiling Finishes - Mechanical Final Fix Ceilings",,"ceiling finishes","mechanical final fix ceilings"
,,"Ceiling Finishes - Fire Alarms Final Fix Ceiling",,"ceiling finishes","fire alarms final fix ceiling"
,,"Ceiling Finishes - Fire Sprinklers Final Fix Ceiling",,"ceiling finishes","fire sprinklers final fix ceiling"
,,"Ceiling Finishes - Security / Data / Comms Final Fix Ceiling",,"ceiling finishes","security / data / comms final fix ceiling"
,,"Ceiling Finishes - Linings Check Ceiling",,"ceiling finishes","linings check ceiling"

"Facade Progress - Lower & Upper Ground"
,"Scope",,
,"Rows"
,,"Lower Ground (To Underside of Upper Ground)","grouping","lower ground (to underside of upper ground)"
,,"Zone 1 - North Elevation ( Elizabeth Street )",,"zone 1 - north elevation ( elizabeth street )"
,,"Zone 1 West Elevation ( Laneway)",,"zone 1  west elevation ( laneway)"
,,"Zone 2 North Elevation ( Elizabeth Street)",,"zone 2 north elevation ( elizabeth street)"
,,"Upper Ground (Including Balustrade)","grouping","upper ground (including balustrade)"
,,"Zone 1- North Elevation ( Elizabeth Street)",,"zone 1- north elevation ( elizabeth street)"
,,"Zone 2 North Elevation (Elizabeth Street)",,"zone 2 north elevation (elizabeth street)"
,,"Zone 1 -West Elevation ( Laneway)",,"zone 1 -west elevation ( laneway)"
,,"Zone 4 -West Elevation ( Laneway)",,"zone  4 -west elevation ( laneway)"
,,"Zone 6 West Elevation ( Laneway)",,"zone 6 west elevation ( laneway)"
,,"Zone 6 South Elevation (1st Ave)",,"zone 6 south elevation (1st ave)"
,,"Zone 2 -East Elevation ( Devonport Road)",,"zone 2 -east elevation ( devonport road)"
,,"Zone 3 East Elevation (Devonport Road)",,"zone 3 east elevation (devonport road)"
,,"Zone 5- East Elevation (Devonport Road)",,"zone 5- east elevation (devonport road)"
,,"Zone 5- South Elevation(1st Ave)",,"zone 5- south elevation(1st ave)"
,"Columns"
,,"Secondary Steel",,"secondary steel"
,,"Steel Stud & Thermal Break",,"steel stud & thermal break"
,,"Cavity System - RAB",,"cavity system","rab"
,,"Cavity System - Building Wrap & Flashing Tape Installed",,"cavity system","building wrap & flashing tape installed"
,,"Cavity System - Air Sealing Installed",,"cavity system","air sealing installed"
,,"Cavity System - Cavity Batten",,"cavity system","cavity batten"
,,"Cavity System - Cavity Flashings",,"cavity system","cavity flashings"
,,"Cavity System - Passive Fire Works",,"cavity system","passive fire works"
,,"Windows & Doors",,"windows & doors"
,,"Exterior Cladding (sto)",,"exterior cladding (sto)"
,,"Exterior Cladding(Terracotta)",,"exterior cladding(terracotta)"
,,"Precast Panels ( Excludes Install of Panels)",,"precast panels ( excludes install of panels)"
,,"Screens",,"screens"
,,"Balustrades",,"balustrades"
,,"Soffits",,"soffits"
,,"Canopy Works",,"canopy works"
,,"Facade Completion",,"facade completion"

"Facade Progress - Tower 1 & 2"
,"Scope",,
,"Rows"
,,"Tower 1 - Level 1","grouping","tower 1 - level 1"
,,"Tower 1 - Level 1(North)",,"tower 1 - level 1(north)"
,,"Tower 1 - Level 1 (West)",,"tower 1 - level 1 (west)"
,,"Tower 1 - Level 1 (South)",,"tower 1 - level 1 (south)"
,,"Tower 1 - Level 1 (East)",,"tower 1 - level 1 (east)"
,,"Tower 1 - Level 2","grouping","tower 1 - level 2"
,,"Tower 1 -Level 2 (North)",,"tower 1 -level 2 (north)"
,,"Tower 1- Level 2 ( West)",,"tower 1- level 2 ( west)"
,,"Tower 1-Level 2 ( South)",,"tower 1-level 2 ( south)"
,,"Tower 1- Level 2 ( East)",,"tower 1- level 2 ( east)"
