ÿ"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
,,"Level 4- L1 Apartments","grouping","tower 2 (east - new)","l1 apartments","level 4 (prev. level 1)"
,,"L1 - Apartment 407","expanded","tower 2 (east - new)","l1 apartments","l1 - apartment 407","level 4 (prev. level 1)"
,,"L1 - Apartment 408","expanded","tower 2 (east - new)","l1 apartments","level 4 (prev. level 1)","l1 - apartment 408"
,,"L1 - Apartment 409","expanded","tower 2 (east - new)","l1 apartments","level 4 (prev. level 1)","l1 - apartment 409"
,,"L1 - Apartment 410","expanded","tower 2 (east - new)","l1 apartments","l1 - apartment 410","level 4 (prev. level 1)"
,,"L1 - Apartment 411","expanded","tower 2 (east - new)","l1 apartments","level 4 (prev. level 1)","l1 - apartment 411"
,,"Level 4 - Common Areas","grouping","tower 2 (east - new)","common areas","level 4 (prev. level 1)"
,,"Corridor/ Lift Lobby","expanded","tower 2 (east - new)","common areas","level 4 (prev. level 1)","corridor/ lift lobby"
,,"Stair","expanded","tower 2 (east - new)","stair","common areas","level 4 (prev. level 1)"
,,"Level 5  - L2 Apartments","grouping","tower 2 (east - new)","level 5 (prev. level 2)","l2 apartments"
,,"L2 - Apartment 507","expanded","tower 2 (east - new)","level 5 (prev. level 2)","l2 - apartment 507","l2 apartments"
,,"L2 - Apartment 508","expanded","tower 2 (east - new)","level 5 (prev. level 2)","l2 - apartment 508","l2 apartments"
,,"L2 - Apartment 509","expanded","tower 2 (east - new)","level 5 (prev. level 2)","l2 - apartment 509","l2 apartments"
,,"L2 - Apartment 510 - 2F","expanded","tower 2 (east - new)","level 5 (prev. level 2)","l2 - apartment 510 - 2f","l2 apartments"
,,"L2 - Apartment 511","expanded","tower 2 (east - new)","level 5 (prev. level 2)","l2 - apartment 511","l2 apartments"
,,"L2 - apartment 512","expanded","tower 2 (east - new)","level 5 (prev. level 2)","l2 - apartment 512","l2 apartments"
,,"Level 5  - Common Areas","grouping","tower 2 (east - new)","level 5 (prev. level 2)","common areas"
,,"Public Corridor/ Lift Lobby","expanded","tower 2 (east - new)","level 5 (prev. level 2)","public corridor/ lift lobby","common areas"
,,"Stair","expanded","tower 2 (east - new)","level 5 (prev. level 2)","stair","common areas"
,,"Level 6 - L3 Apartments","grouping","tower 2 (east - new)","l3 apartments","level 6 (prev. level 3)"
,,"L3 - Apartment 607","expanded","tower 2 (east - new)","l3 - apartment 607","level 6 (prev. level 3)","l3 apartments"
,,"L3 - Apartment 608","expanded","tower 2 (east - new)","level 6 (prev. level 3)","l3 apartments","l3 - apartment 608"
,,"L3 - Apartment 609","expanded","tower 2 (east - new)","level 6 (prev. level 3)","l3 apartments","l3 - apartment 609"
,,"L3 - Apartment 610","expanded","tower 2 (east - new)","l3 - apartment 610","level 6 (prev. level 3)","l3 apartments"
,,"L3 - Apartment 611","expanded","tower 2 (east - new)","level 6 (prev. level 3)","l3 apartments","l3 - apartment 611"
,,"L3 - Apartment 612","expanded","tower 2 (east - new)","level 6 (prev. level 3)","l3 apartments","l3 - apartment 612"
,,"Level 6 - Common Areas","grouping","tower 2 (east - new)","common areas","level 6 (prev. level 3)"
,,"Public Corridor/Lift Lobby","expanded","tower 2 (east - new)","level 6 (prev. level 3)","common areas","public corridor/lift lobby"
,,"Stair","expanded","tower 2 (east - new)","level 6 (prev. level 3)","stair","common areas"
,,"Level 7 - L4 Apartments","grouping","tower 2 (east - new)","level 7 (prev. level 4)","l4 apartments"
,,"L4 - Apartment 707","expanded","tower 2 (east - new)","l4 apartments","level 7 (prev. level 4)","l4 - apartment 707"
,,"L4 - Apartment 708","expanded","tower 2 (east - new)","l4 apartments","level 7 (prev. level 4)","l4 - apartment 708"
,,"L4 - Apartment 709","expanded","tower 2 (east - new)","l4 apartments","level 7 (prev. level 4)","l4 - apartment 709"
,,"L4 - Apartment 710","expanded","tower 2 (east - new)","l4 apartments","level 7 (prev. level 4)","l4 - apartment 710"
,,"L4 - Apartment 711","expanded","tower 2 (east - new)","l4 apartments","level 7 (prev. level 4)","l4 - apartment 711"
,,"L4 - Apartment 712","expanded","tower 2 (east - new)","l4 apartments","level 7 (prev. level 4)","l4 - apartment 712"
,,"Level 7 - L4 Common Areas","grouping","tower 2 (east - new)","level 7 (prev. level 4)","l4 common areas"
,,"Corridor","expanded","tower 2 (east - new)","corridor","l4 common areas","level 7 (prev. level 4)"
,,"Stair","expanded","tower 2 (east - new)","l4 common areas","stair","level 7 (prev. level 4)"
,,"Level 8 - L5 Apartments","grouping","tower 2 (east - new)","l5 apartments","level 8 (prev. level 5)"
,,"L5 - Apartment 807","expanded","tower 2 (east - new)","l5 - apartment 807","l5 apartments","level 8 (prev. level 5)"
,,"L5 - Apartment 808","expanded","tower 2 (east - new)","l5 apartments","l5 - apartment 808","level 8 (prev. level 5)"
,,"L5 - Apartment 809","expanded","tower 2 (east - new)","l5 apartments","l5 - apartment 809","level 8 (prev. level 5)"
,,"L5 - Apartment 810","expanded","tower 2 (east - new)","l5 apartments","l5 - apartment 810","level 8 (prev. level 5)"
,,"L5 - Apartment 811","expanded","tower 2 (east - new)","l5 apartments","l5 - apartment 811","level 8 (prev. level 5)"
,,"L5 - Apartment 812","expanded","tower 2 (east - new)","l5 apartments","l5 - apartment 812","level 8 (prev. level 5)"
,,"Level 8 - Common Areas","grouping","tower 2 (east - new)","common areas","level 8 (prev. level 5)"
,,"Corridor","expanded","tower 2 (east - new)","corridor","common areas","level 8 (prev. level 5)"
,,"Stair","expanded","tower 2 (east - new)","stair","common areas","level 8 (prev. level 5)"
,,"Level 9 - L6 Apartments","grouping","tower 2 (east - new)","level 9 (prev. level 6)","l6 apartments"
,,"L6 - Apartment 906","expanded","tower 2 (east - new)","level 9 (prev. level 6)","l6 apartments","l6 - apartment 906"
,,"L6 - Apartment 907","expanded","tower 2 (east - new)","level 9 (prev. level 6)","l6 apartments","l6 - apartment 907"
,,"L6 - Apartment 908","expanded","tower 2 (east - new)","level 9 (prev. level 6)","l6 apartments","l6 - apartment 908"
,,"L6 - Apartment 909","expanded","tower 2 (east - new)","level 9 (prev. level 6)","l6 apartments","l6 - apartment 909"
,,"L6 - Apartment 910","expanded","tower 2 (east - new)","level 9 (prev. level 6)","l6 apartments","l6 - apartment 910"
,,"Level 9  - Common Areas","grouping","tower 2 (east - new)","level 9 (prev. level 6)","common areas"
,,"Corridor","expanded","tower 2 (east - new)","level 9 (prev. level 6)","corridor","common areas"
,,"Stair","expanded","tower 2 (east - new)","level 9 (prev. level 6)","stair","common areas"
,,"Level 10 - L7 Apartments","grouping","tower 2 (east - new)","level 10 (prev. level 7)","l7 apartments"
,,"L7 - Apartment 1006","expanded","tower 2 (east - new)","level 10 (prev. level 7)","l7 apartments","l7 - apartment 1006"
,,"L7 - Apartment 1007","expanded","tower 2 (east - new)","level 10 (prev. level 7)","l7 apartments","l7 - apartment 1007"
,,"L7 - Apartment 1008","expanded","tower 2 (east - new)","level 10 (prev. level 7)","l7 apartments","l7 - apartment 1008"
,,"L7 - Apartment 1009","expanded","tower 2 (east - new)","level 10 (prev. level 7)","l7 apartments","l7 - apartment 1009"
,,"L7 - Apartment 1010","expanded","tower 2 (east - new)","level 10 (prev. level 7)","l7 apartments","l7 - apartment 1010"
,,"Level 10  - Common Areas","grouping","tower 2 (east - new)","level 10 (prev. level 7)","common areas"
,,"Public Corridor/Lift Lobby","expanded","tower 2 (east - new)","level 10 (prev. level 7)","common areas","public corridor/lift lobby"
,,"Stair","expanded","tower 2 (east - new)","level 10 (prev. level 7)","stair","common areas"
,,"Level 11 - L8 Apartments","grouping","tower 2 (east - new)","l8 apartments","level 11 (prev. level 8)"
,,"L8 - Apartment 1106","expanded","tower 2 (east - new)","l8 apartments","l8 - apartment 1106","level 11 (prev. level 8)"
,,"L8 - Apartment 1107","expanded","tower 2 (east - new)","l8 apartments","l8 - apartment 1107","level 11 (prev. level 8)"
,,"L8 - Apartment 1108","expanded","tower 2 (east - new)","l8 apartments","l8 - apartment 1108","level 11 (prev. level 8)"
,,"L8 - Apartment 1109","expanded","tower 2 (east - new)","l8 - apartment 1109","l8 apartments","level 11 (prev. level 8)"
,,"L8 - Apartment 1110","expanded","tower 2 (east - new)","l8 apartments","l8 - apartment 1110","level 11 (prev. level 8)"
,,"Level 11 - L8 Common Areas","grouping","tower 2 (east - new)","l8 common areas","level 11 (prev. level 8)"
,,"Corridor","expanded","tower 2 (east - new)","corridor","l8 common areas","level 11 (prev. level 8)"
,,"Stair","expanded","tower 2 (east - new)","stair","l8 common areas","level 11 (prev. level 8)"
,,"Level 12 - L9 Apartments","grouping","tower 2 (east - new)","level 12 (prev. level 9)","l9 apartments"
,,"L9 - Apartment PH07","expanded","tower 2 (east - new)","level 12 (prev. level 9)","l9 apartments","l9 - apartment ph07"
,,"L9 - Apartment PH08","expanded","tower 2 (east - new)","l9 - apartment ph08","level 12 (prev. level 9)","l9 apartments"
,,"Level 12  - L9 Common Areas","grouping","tower 2 (east - new)","level 12 (prev. level 9)","l9 common areas"
,,"Corridor","expanded","tower 2 (east - new)","corridor","l9 common areas","level 12 (prev. level 9)"
,,"Stair","expanded","tower 2 (east - new)","stair","l9 common areas","level 12 (prev. level 9)"
,"Columns"
,,"Preline - Interior Framing Checklist",,"walls & ceiling preline checklist","interior framing checklist (including it)"
,,"Preline - Plumbing First Fix Walls & Ceilings",,"walls & ceiling preline checklist","plumbing first fix walls & ceilings"
,,"Preline - Fire Protection Walls & Ceilings",,"fire protection walls & ceilings (sprinklers & alarms)first fix","walls & ceiling preline checklist"
,,"Preline - Mechanical Services Wall & Ceilings",,"walls & ceiling preline checklist","mechanical services wall & ceilings first fix"
,,"Preline - Electrical Wall First Fix",,"electrical wall first fix (including data & security)","walls & ceiling preline checklist"
,,"Preline - Passive Fire Checklist",,"passive fire checklist","walls & ceiling preline checklist"
,,"Preline - Insulation Checklist Prior to Lining",,"walls & ceiling preline checklist","insulation checklist prior to lining"
,,"Preline - Preline Inspection Checklist",,"preline inspection checklist","walls & ceiling preline checklist"
,,"Preline - Preline Inspection Checklist",,"preline inspection checklist","walls & ceiling preline checklist"
,,"Preline - Ceiling Batten Installation",,"ceiling batten installation","walls & ceiling preline checklist"
,,"Lining - Gib Lining Checklist Ceilings",,"wall & ceiling lining checklist","gib lining checklist ceilings"
,,"Lining - Gib Stopping Checklist",,"wall & ceiling lining checklist","walls & ceilings gib stopping checklist"
,,"Lining - Postline Inspection Checklist",,"postline inspection checklist","wall & ceiling lining checklist"
,,"Lines & Trims - Finishing Lines Checklist",,"finishing lines checklist","doors / finishing lines & trims"
,,"Lines & Trims - Door Install Checklist",,"door install checklist","doors / finishing lines & trims"
,,"Painting Checklist",,"painting checklist"
,,"Services Second Fix - Electrical Final Fix Wall",,"services second fix","electrical final fix wall (including data & security)"
,,"Services Second Fix - Plumbing Final Fix Wall",,"services second fix","plumbing final fix wall"
,,"Services Second Fix - Mechanical Final Fix Walls",,"services second fix","mechanical final fix walls"
,,"Services Second Fix - Fire Sprinklers & Alarms Final Fix Walls",,"services second fix","fire sprinklers & alarms final fix walls"
,,"Services Second Fix - Wall & Ceiling Linings Check",,"wall & ceiling linings check","services second fix"
,,"Fitout / Finishing - General QA",,"fitout / finishing checklist","general qa"
,,"Fitout / Finishing - Kitchen Install QA",,"fitout / finishing checklist","kitchen install qa"
,,"Fitout / Finishing - Bathrooms",,"fitout / finishing checklist","bathrooms"
,,"Floors Checklist",,"floors checklist"
,,"Area Completion / Handover",,"area completion / handover"

"Townhouse Façade - Block 1 and Block 2"
,"Scope",,
,"Rows"
,,"Block 1 - Unit 431",,"facade","townhouses","unit 431","block 1"
,,"Block 1 - Unit 432",,"facade","townhouses","unit 432","block 1"
,,"Block 1 - Unit 433",,"facade","townhouses","unit 433","block 1"
,,"Block 1 - Unit 434",,"facade","townhouses","unit 434","block 1"
,,"Block 1 - Unit 435",,"facade","townhouses","block 1","unit 435"
,,"Block 1 - Lift / Lift Lobby",,"lift / lift lobby","facade","townhouses","block 1"
,,"Block 1 - Unit 436",,"facade","townhouses","block 1","unit 436"
,,"Block 1 - Unit 437",,"unit 437","facade","townhouses","block 1"
,,"Block 1 - Unit 438",,"unit 438","facade","townhouses","block 1"
,,"Block 1 - Unit 439",,"facade","townhouses","unit 439","block 1"
,,"Block 1 - Unit 440",,"unit 440","facade","townhouses","block 1"
,,"Block 1 - Unit 441",,"unit 441","facade","townhouses","block 1"
,,"Block 1 - Unit 442",,"facade","townhouses","unit 442","block 1"
,,"Block 2 - Unit 420",,"facade","townhouses","unit 420","block 2"
,,"Block 2 - Unit 421",,"facade","townhouses","unit 421","block 2"
,,"Block 2 - Unit 422",,"facade","townhouses","unit 422","block 2"
,,"Block 2 - Unit 423",,"facade","townhouses","unit 423","block 2"
,,"Block 2 - Unit 424",,"facade","townhouses","block 2","unit 424"
,,"Block 2 - Unit 425",,"facade","townhouses","unit 425","block 2"
,,"Block 2 - Unit 426",,"unit 426","facade","townhouses","block 2"
,,"Block 2 - Unit 427",,"unit 427","facade","townhouses","block 2"
,,"Block 2 - Unit 428",,"facade","townhouses","unit 428","block 2"
,,"Block 2 - Unit 429",,"facade","townhouses","unit 429","block 2"
,,"Block 2 - Unit 430",,"unit 430","facade","townhouses","block 2"
,"Columns"
,,"TH-Timber Frame",,"th-timber frame"
,,"TH-Cavity System - RAB",,"th-cavity system- townhouse","rab"
,,"TH-Cavity System - Building Wrap & Flashing Tape",,"th-cavity system- townhouse","building wrap & flashing tape installed"
,,"TH-Cavity System - Cavity Batten",,"th-cavity system- townhouse","cavity batten"
,,"TH-Cavity System - Cavity Flashings",,"th-cavity system- townhouse","cavity flashings"
,,"TH-Window & Doors - Seismic Frames Install",,"th-window & doors","seismic frames install"
,,"TH-Window & Doors - Window Frames Installed",,"th-window & doors","window frames installed"
,,"TH-Window & Doors - Flashings",,"th-window & doors","flashings"
,,"TH-Window & Doors - Final Inspection/Sign Off",,"th-window & doors","final inspection/sign off"
,,"TH-Claddings - Axon Panel",,"axon panel","th-claddings"
,,"TH-Claddings - Espan 340 cladding",,"th-claddings","espan 340 cladding"
,,"TH-Exterior Balustrades - Metro Glazed Balustrades",,"th-exterior balustrades","metro glazed balustrades"
,,"TH-Exterior Balustrades - Fabworx Balustrades",,"th-exterior balustrades","fabworx balustrades"
,,"TH -Soffits - Soffit Install - Level 1 & 2",,"soffit install - level 1 & 2","th -soffits"
,,"TH -Soffit - Soffit Painting",,"th -soffits","soffit painting"
,,"TH- Exterior Balconies",,"th- exterior balconies"
,,"TH-Roof - Metal Roof",,"metal roof","th-roof"
,,"TH-Roof - Gutters Installed and complete",,"gutters installed and complete","th-roof"
,,"TH-Roof - Downpipes",,"th-roof","downpipes"
,,"TH-Roof - Membrane Installation",,"membrane installation","th-roof"
,,"TH-Roof - Final Roof Membrane sign off checklist",,"final roof membrane sign off checklist","th-roof"
,,"TH-Facade Completion",,"th-facade completion"

"Townhouse Fitout - Block 1 and Block 2"
,"Scope",,
,"Rows"
,,"Block 1 - Unit 431",,"fitout","townhouses","unit 431","block 1"
,,"Block 1 - Unit 432",,"fitout","townhouses","unit 432","block 1"
,,"Block 1 - Unit 433",,"fitout","townhouses","unit 433","block 1"
,,"Block 1 - Unit 434",,"fitout","townhouses","unit 434","block 1"
,,"Block 1 - Unit 435",,"fitout","townhouses","block 1","unit 435"
,,"Block 1 - Lift / Lift Lobby",,"lift / lift lobby","fitout","townhouses","block 1"
,,"Block 1 - Unit 436",,"fitout","townhouses","block 1","unit 436"
,,"Block 1 - Unit 437",,"unit 437","fitout","townhouses","block 1"
,,"Block 1 - Unit 438",,"unit 438","fitout","townhouses","block 1"
,,"Block 1 - Unit 439",,"fitout","townhouses","unit 439","block 1"
,,"Block 1 - Unit 440",,"unit 440","fitout","townhouses","block 1"
,,"Block 1 - Unit 441",,"unit 441","fitout","townhouses","block 1"
,,"Block 1 - Unit 442",,"fitout","townhouses","unit 442","block 1"
,,"Block 2 - Unit 420",,"fitout","townhouses","unit 420","block 2"
,,"Block 2 - Unit 421",,"fitout","townhouses","unit 421","block 2"
,,"Block 2 - Unit 422",,"fitout","townhouses","unit 422","block 2"
,,"Block 2 - Unit 423",,"fitout","townhouses","unit 423","block 2"
,,"Block 2 - Unit 424",,"fitout","townhouses","block 2","unit 424"
,,"Block 2 - Unit 425",,"fitout","townhouses","unit 425","block 2"
,,"Block 2 - Unit 426",,"unit 426","fitout","townhouses","block 2"
,,"Block 2 - Unit 427",,"unit 427","fitout","townhouses","block 2"
,,"Block 2 - Unit 428",,"fitout","townhouses","unit 428","block 2"
,,"Block 2 - Unit 429",,"fitout","townhouses","unit 429","block 2"
,,"Block 2 - Unit 430",,"unit 430","fitout","townhouses","block 2"
,"Columns"
,,"Preline - Interior Framing Checklist",,"walls & ceiling preline checklist","interior framing checklist (including it)"
,,"Preline - Plumbing First Fix Walls & Ceilings",,"walls & ceiling preline checklist","plumbing first fix walls & ceilings"
,,"Preline - Fire Protection Walls & Ceilings",,"fire protection walls & ceilings (sprinklers & alarms)first fix","walls & ceiling preline checklist"
,,"Preline - Mechanical Services Wall & Ceilings",,"walls & ceiling preline checklist","mechanical services wall & ceilings first fix"
,,"Preline - Electrical Wall First Fix",,"electrical wall first fix (including data & security)","walls & ceiling preline checklist"
,,"Preline - Passive Fire Checklist",,"passive fire checklist","walls & ceiling preline checklist"
,,"Preline - Insulation Checklist Prior to Lining",,"walls & ceiling preline checklist","insulation checklist prior to lining"
,,"Preline - Preline Inspection Checklist",,"preline inspection checklist","walls & ceiling preline checklist"
,,"Preline - Ceiling Batten Installation",,"ceiling batten installation","walls & ceiling preline checklist"
,,"Lining - Gib Lining Checklist Ceilings",,"wall & ceiling lining checklist","gib lining checklist ceilings"
,,"Lining - Walls & Ceilings Gib Stopping",,"wall & ceiling lining checklist","walls & ceilings gib stopping checklist"
,,"Lining - Postline Inspection",,"postline inspection checklist","wall & ceiling lining checklist"
,,"Lines & Trims - Finishing Lines",,"finishing lines checklist","doors /finishing lines & trims checklist"
,,"Lines & Trims - Door Install",,"door install checklist","doors /finishing lines & trims checklist"
,,"Painting Checklist",,"painting checklist"
,,"Joinery & Bathrooms - Kitchen Install QA",,"kitchen install qa","joinery & bathrooms"
,,"Joinery & Bathrooms - Bathrooms",,"bathrooms","joinery & bathrooms"
,,"Services Second Fix",,"services second fix"
,,"Fitout / Finishing",,"fitout / finishing checklist","fitout / finishing"
,,"Fitout / Finishing - Wall Linings Check",,"fitout / finishing checklist","wall linings check"

