resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Communications - Copper,checklist,,,,,,4244.16-114,,,,,
Communications - Copper,checklist,,,,,,4244.16-115,,,,,
Communications - Copper,checklist,,,,,,4244.16-116,,,,,
Communications - Copper,checklist,,,,,,4244.16-117,,,,,
Communications - Copper,checklist,,,,,,4244.16-118,,,,,
Communications - Copper,checklist,,,,,,4244.16-119,,,,,
Communications - Copper,checklist,,,,,,4244.16-120,,,,,
,step,,,,,Patch Panel: 4244.16-PPT-00006,,,,,,
Communications - Copper,checklist,,,,,,4244.16-121,,,,,
Communications - Copper,checklist,,,,,,4244.16-122,,,,,
Communications - Copper,checklist,,,,,,4244.16-123,,,,,
Communications - Copper,checklist,,,,,,4244.16-124,,,,,
Communications - Copper,checklist,,,,,,4244.16-125,,,,,
Communications - Copper,checklist,,,,,,4244.16-126,,,,,
Communications - Copper,checklist,,,,,,4244.16-127,,,,,
Communications - Copper,checklist,,,,,,4244.16-128,,,,,
Communications - Copper,checklist,,,,,,4244.16-129,,,,,
Communications - Copper,checklist,,,,,,4244.16-130,,,,,
Communications - Copper,checklist,,,,,,4244.16-131,,,,,
Communications - Copper,checklist,,,,,,4244.16-132,,,,,
Communications - Copper,checklist,,,,,,4244.16-133,,,,,
Communications - Copper,checklist,,,,,,4244.16-134,,,,,
Communications - Copper,checklist,,,,,,4244.16-135,,,,,
Communications - Copper,checklist,,,,,,4244.16-136,,,,,
Communications - Copper,checklist,,,,,,4244.16-137,,,,,
Communications - Copper,checklist,,,,,,4244.16-138,,,,,
Communications - Copper,checklist,,,,,,4244.16-139,,,,,
Communications - Copper,checklist,,,,,,4244.16-140,,,,,
Communications - Copper,checklist,,,,,,4244.16-141,,,,,
Communications - Copper,checklist,,,,,,4244.16-142,,,,,
Communications - Copper,checklist,,,,,,4244.16-143,,,,,
Communications - Copper,checklist,,,,,,4244.16-144,,,,,
,step,,,,,Patch Panel: 4244.16-PPT-00007,,,,,,
Communications - Copper,checklist,,,,,,4244.16-145,,,,,
Communications - Copper,checklist,,,,,,4244.16-146,,,,,
Communications - Copper,checklist,,,,,,4244.16-147,,,,,
Communications - Copper,checklist,,,,,,4244.16-148,,,,,
Communications - Copper,checklist,,,,,,4244.16-149,,,,,
Communications - Copper,checklist,,,,,,4244.16-150,,,,,
Communications - Copper,checklist,,,,,,4244.16-151,,,,,
Communications - Copper,checklist,,,,,,4244.16-152,,,,,
Communications - Copper,checklist,,,,,,4244.16-153,,,,,
Communications - Copper,checklist,,,,,,4244.16-154,,,,,
Communications - Copper,checklist,,,,,,4244.16-155,,,,,
Communications - Copper,checklist,,,,,,4244.16-156,,,,,
Communications - Copper,checklist,,,,,,4244.16-157,,,,,
Communications - Copper,checklist,,,,,,4244.16-158,,,,,
Communications - Copper,checklist,,,,,,4244.16-159,,,,,
Communications - Copper,checklist,,,,,,4244.16-160,,,,,
Communications - Copper,checklist,,,,,,4244.16-161,,,,,
Communications - Copper,checklist,,,,,,4244.16-162,,,,,
Communications - Copper,checklist,,,,,,4244.16-163,,,,,
Communications - Copper,checklist,,,,,,4244.16-164,,,,,
Communications - Copper,checklist,,,,,,4244.16-165,,,,,
Communications - Copper,checklist,,,,,,4244.16-166,,,,,
Communications - Copper,checklist,,,,,,4244.16-167,,,,,
Communications - Copper,checklist,,,,,,4244.16-168,,,,,
,step,,,,,Patch Panel: 4244.16-PPT-00008,,,,,,
Communications - Copper,checklist,,,,,,4244.16-169,,,,,
Communications - Copper,checklist,,,,,,4244.16-170,,,,,
Communications - Copper,checklist,,,,,,4244.16-171,,,,,
Communications - Copper,checklist,,,,,,4244.16-172,,,,,
Communications - Copper,checklist,,,,,,4244.16-173,,,,,
Communications - Copper,checklist,,,,,,4244.16-174,,,,,
Communications - Copper,checklist,,,,,,4244.16-175,,,,,
Communications - Copper,checklist,,,,,,4244.16-176,,,,,
Communications - Copper,checklist,,,,,,4244.16-177,,,,,
Communications - Copper,checklist,,,,,,4244.16-178,,,,,
Communications - Copper,checklist,,,,,,4244.16-179,,,,,
Communications - Copper,checklist,,,,,,4244.16-180,,,,,
Communications - Copper,checklist,,,,,,4244.16-181,,,,,
Communications - Copper,checklist,,,,,,4244.16-182,,,,,
Communications - Copper,checklist,,,,,,4244.16-183,,,,,
Communications - Copper,checklist,,,,,,4244.16-184,,,,,
Communications - Copper,checklist,,,,,,4244.16-185,,,,,
Communications - Copper,checklist,,,,,,4244.16-186,,,,,
Communications - Copper,checklist,,,,,,4244.16-187,,,,,
Communications - Copper,checklist,,,,,,4244.16-188,,,,,
Communications - Copper,checklist,,,,,,4244.16-189,,,,,
Communications - Copper,checklist,,,,,,4244.16-190,,,,,
Communications - Copper,checklist,,,,,,4244.16-191,,,,,
Communications - Copper,checklist,,,,,,4244.16-192,,,,,
,step,,,,,Patch Panel: 4244.16-PPT-00009,,,,,,
Communications - Copper,checklist,,,,,,4244.16-193,,,,,
Communications - Copper,checklist,,,,,,4244.16-194,,,,,
Communications - Copper,checklist,,,,,,4244.16-195,,,,,
Communications - Copper,checklist,,,,,,4244.16-196,,,,,
Communications - Copper,checklist,,,,,,4244.16-197,,,,,
Communications - Copper,checklist,,,,,,4244.16-198,,,,,
Communications - Copper,checklist,,,,,,4244.16-199,,,,,
Communications - Copper,checklist,,,,,,4244.16-200,,,,,
Communications - Copper,checklist,,,,,,4244.16-201,,,,,
Communications - Copper,checklist,,,,,,4244.16-202,,,,,
Communications - Copper,checklist,,,,,,4244.16-203,,,,,
Communications - Copper,checklist,,,,,,4244.16-204,,,,,
Communications - Copper,checklist,,,,,,4244.16-205,,,,,
Communications - Copper,checklist,,,,,,4244.16-206,,,,,
Communications - Copper,checklist,,,,,,4244.16-207,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
,step,,,,,Patch Panel: 4244.16-PPT-00010,,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
Communications - Copper,checklist,,,,,,SPARE 12,,,,,
Communications - Copper,checklist,,,,,,SPARE 13,,,,,
Communications - Copper,checklist,,,,,,SPARE 14,,,,,
Communications - Copper,checklist,,,,,,SPARE 15,,,,,
Communications - Copper,checklist,,,,,,SPARE 16,,,,,
Communications - Copper,checklist,,,,,,SPARE 17,,,,,
Communications - Copper,checklist,,,,,,SPARE 18,,,,,
Communications - Copper,checklist,,,,,,SPARE 19,,,,,
Communications - Copper,checklist,,,,,,SPARE 20,,,,,
Communications - Copper,checklist,,,,,,SPARE 21,,,,,
Communications - Copper,checklist,,,,,,SPARE 22,,,,,
Communications - Copper,checklist,,,,,,SPARE 23,,,,,
Communications - Copper,checklist,,,,,,SPARE 24,,,,,
,step,,,,,Patch Panel: 4244.16-PPT-00011,,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-001,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-002,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-003,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-004,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-005,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-006,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-007,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-008,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-009,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-010,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-011,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-012,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-013,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-014,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-015,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-016,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-017,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-018,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-019,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-020,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-021,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-022,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-023,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-024,,,,,
,step,,,,,Patch Panel: 4244.16-PPT-00012,,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-025,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-026,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-027,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-028,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-029,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-030,,,,,
Communications - Copper,checklist,,,,,,4244.16-3-031,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
Communications - Copper,checklist,,,,,,SPARE 12,,,,,
Communications - Copper,checklist,,,,,,SPARE 13,,,,,
Communications - Copper,checklist,,,,,,SPARE 14,,,,,
Communications - Copper,checklist,,,,,,SPARE 15,,,,,
Communications - Copper,checklist,,,,,,SPARE 16,,,,,
Communications - Copper,checklist,,,,,,SPARE 17,,,,,
,step,,,,,Patch Panel: 4244.16-PPT-00013,,,,,,
Communications - Copper,checklist,,,,,,4244.16-4-001,,,,,
Communications - Copper,checklist,,,,,,4244.16-4-002,,,,,
Communications - Copper,checklist,,,,,,4244.16-4-003,,,,,
Communications - Copper,checklist,,,,,,4244.16-4-004,,,,,
Communications - Copper,checklist,,,,,,4244.16-4-005,,,,,
Communications - Copper,checklist,,,,,,4244.16-4-006,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
Communications - Copper,checklist,,,,,,SPARE 12,,,,,
Communications - Copper,checklist,,,,,,SPARE 13,,,,,
Communications - Copper,checklist,,,,,,SPARE 14,,,,,
Communications - Copper,checklist,,,,,,SPARE 15,,,,,
Communications - Copper,checklist,,,,,,SPARE 16,,,,,
Communications - Copper,checklist,,,,,,SPARE 17,,,,,
Communications - Copper,checklist,,,,,,SPARE 18,,,,,
,step,,,,Rack: 4244.17-PPC-00001,,,,,,,
Communications - Cabinet,checklist,,,,,Cabinet ITC,,,,,,
,step,,,,,Patch Panel: 4244.17-PPT-00001,,,,,,
Communications - Copper,checklist,,,,,,4244.17-001,,,,,
Communications - Copper,checklist,,,,,,4244.17-002,,,,,
Communications - Copper,checklist,,,,,,4244.17-003,,,,,
Communications - Copper,checklist,,,,,,4244.17-004,,,,,
Communications - Copper,checklist,,,,,,4244.17-005,,,,,
Communications - Copper,checklist,,,,,,4244.17-006,,,,,
Communications - Copper,checklist,,,,,,4244.17-007,,,,,
Communications - Copper,checklist,,,,,,4244.17-008,,,,,
Communications - Copper,checklist,,,,,,4244.17-009,,,,,
Communications - Copper,checklist,,,,,,4244.17-010,,,,,
Communications - Copper,checklist,,,,,,4244.17-011,,,,,
Communications - Copper,checklist,,,,,,4244.17-012,,,,,
Communications - Copper,checklist,,,,,,4244.17-013,,,,,
Communications - Copper,checklist,,,,,,4244.17-014,,,,,
Communications - Copper,checklist,,,,,,4244.17-015,,,,,
Communications - Copper,checklist,,,,,,4244.17-016,,,,,
Communications - Copper,checklist,,,,,,4244.17-017,,,,,
Communications - Copper,checklist,,,,,,4244.17-018,,,,,
Communications - Copper,checklist,,,,,,4244.17-019,,,,,
Communications - Copper,checklist,,,,,,4244.17-020,,,,,
Communications - Copper,checklist,,,,,,4244.17-021,,,,,
Communications - Copper,checklist,,,,,,4244.17-022,,,,,
Communications - Copper,checklist,,,,,,4244.17-023,,,,,
Communications - Copper,checklist,,,,,,4244.17-024,,,,,
,step,,,,,Patch Panel: 4244.17-PPT-00002,,,,,,
Communications - Copper,checklist,,,,,,4244.17-025,,,,,
Communications - Copper,checklist,,,,,,4244.17-026,,,,,
Communications - Copper,checklist,,,,,,4244.17-027,,,,,
Communications - Copper,checklist,,,,,,4244.17-028,,,,,
Communications - Copper,checklist,,,,,,4244.17-029,,,,,
Communications - Copper,checklist,,,,,,4244.17-030,,,,,
Communications - Copper,checklist,,,,,,4244.17-031,,,,,
Communications - Copper,checklist,,,,,,4244.17-032,,,,,
Communications - Copper,checklist,,,,,,4244.17-033,,,,,
Communications - Copper,checklist,,,,,,4244.17-034,,,,,
Communications - Copper,checklist,,,,,,4244.17-035,,,,,
Communications - Copper,checklist,,,,,,4244.17-036,,,,,
Communications - Copper,checklist,,,,,,4244.17-037,,,,,
Communications - Copper,checklist,,,,,,4244.17-038,,,,,
Communications - Copper,checklist,,,,,,4244.17-039,,,,,
Communications - Copper,checklist,,,,,,4244.17-040,,,,,
Communications - Copper,checklist,,,,,,4244.17-041,,,,,
Communications - Copper,checklist,,,,,,4244.17-042,,,,,
Communications - Copper,checklist,,,,,,4244.17-043,,,,,
Communications - Copper,checklist,,,,,,4244.17-044,,,,,
Communications - Copper,checklist,,,,,,4244.17-045,,,,,
Communications - Copper,checklist,,,,,,4244.17-046,,,,,
Communications - Copper,checklist,,,,,,4244.17-047,,,,,
Communications - Copper,checklist,,,,,,4244.17-048,,,,,
,step,,,,,Patch Panel: 4244.17-PPT-00003,,,,,,
Communications - Copper,checklist,,,,,,4244.17-049,,,,,
Communications - Copper,checklist,,,,,,4244.17-050,,,,,
Communications - Copper,checklist,,,,,,4244.17-051,,,,,
Communications - Copper,checklist,,,,,,4244.17-052,,,,,
Communications - Copper,checklist,,,,,,4244.17-053,,,,,
Communications - Copper,checklist,,,,,,4244.17-054,,,,,
Communications - Copper,checklist,,,,,,4244.17-055,,,,,
Communications - Copper,checklist,,,,,,4244.17-056,,,,,
Communications - Copper,checklist,,,,,,4244.17-057,,,,,
Communications - Copper,checklist,,,,,,4244.17-058,,,,,
Communications - Copper,checklist,,,,,,4244.17-059,,,,,
Communications - Copper,checklist,,,,,,4244.17-060,,,,,
Communications - Copper,checklist,,,,,,4244.17-061,,,,,
Communications - Copper,checklist,,,,,,4244.17-062,,,,,
Communications - Copper,checklist,,,,,,4244.17-063,,,,,
Communications - Copper,checklist,,,,,,4244.17-064,,,,,
Communications - Copper,checklist,,,,,,4244.17-065,,,,,
Communications - Copper,checklist,,,,,,4244.17-066,,,,,
Communications - Copper,checklist,,,,,,4244.17-067,,,,,
Communications - Copper,checklist,,,,,,4244.17-068,,,,,
Communications - Copper,checklist,,,,,,4244.17-069,,,,,
Communications - Copper,checklist,,,,,,4244.17-070,,,,,
Communications - Copper,checklist,,,,,,4244.17-071,,,,,
Communications - Copper,checklist,,,,,,4244.17-072,,,,,
,step,,,,,Patch Panel: 4244.17-PPT-00004,,,,,,
Communications - Copper,checklist,,,,,,4244.17-073,,,,,
Communications - Copper,checklist,,,,,,4244.17-074,,,,,
Communications - Copper,checklist,,,,,,4244.17-075,,,,,
Communications - Copper,checklist,,,,,,4244.17-076,,,,,
Communications - Copper,checklist,,,,,,4244.17-077,,,,,
Communications - Copper,checklist,,,,,,4244.17-078,,,,,
Communications - Copper,checklist,,,,,,4244.17-079,,,,,
Communications - Copper,checklist,,,,,,4244.17-080,,,,,
Communications - Copper,checklist,,,,,,4244.17-081,,,,,
Communications - Copper,checklist,,,,,,4244.17-082,,,,,
Communications - Copper,checklist,,,,,,4244.17-083,,,,,
Communications - Copper,checklist,,,,,,4244.17-084,,,,,
Communications - Copper,checklist,,,,,,4244.17-085,,,,,
Communications - Copper,checklist,,,,,,4244.17-086,,,,,
Communications - Copper,checklist,,,,,,4244.17-087,,,,,
Communications - Copper,checklist,,,,,,4244.17-088,,,,,
Communications - Copper,checklist,,,,,,4244.17-089,,,,,
Communications - Copper,checklist,,,,,,4244.17-090,,,,,
Communications - Copper,checklist,,,,,,4244.17-091,,,,,
Communications - Copper,checklist,,,,,,4244.17-092,,,,,
Communications - Copper,checklist,,,,,,4244.17-093,,,,,
Communications - Copper,checklist,,,,,,4244.17-094,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
,step,,,,,Patch Panel: 4244.17-PPT-00005,,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
Communications - Copper,checklist,,,,,,SPARE 12,,,,,
Communications - Copper,checklist,,,,,,SPARE 13,,,,,
Communications - Copper,checklist,,,,,,SPARE 14,,,,,
Communications - Copper,checklist,,,,,,SPARE 15,,,,,
Communications - Copper,checklist,,,,,,SPARE 16,,,,,
Communications - Copper,checklist,,,,,,SPARE 17,,,,,
Communications - Copper,checklist,,,,,,SPARE 18,,,,,
Communications - Copper,checklist,,,,,,SPARE 19,,,,,
Communications - Copper,checklist,,,,,,SPARE 20,,,,,
Communications - Copper,checklist,,,,,,SPARE 21,,,,,
Communications - Copper,checklist,,,,,,SPARE 22,,,,,
Communications - Copper,checklist,,,,,,SPARE 23,,,,,
Communications - Copper,checklist,,,,,,SPARE 24,,,,,
,step,,,,Rack: 4244.18-PPC-00001,,,,,,,
Communications - Cabinet,checklist,,,,,Cabinet ITC,,,,,,
,step,,,,,Patch Panel: 4244.18-PPT-00001,,,,,,
Communications - Copper,checklist,,,,,,4244.18-001,,,,,
Communications - Copper,checklist,,,,,,4244.18-002,,,,,
Communications - Copper,checklist,,,,,,4244.18-003,,,,,
Communications - Copper,checklist,,,,,,4244.18-004,,,,,
Communications - Copper,checklist,,,,,,4244.18-005,,,,,
Communications - Copper,checklist,,,,,,4244.18-006,,,,,
Communications - Copper,checklist,,,,,,4244.18-007,,,,,
Communications - Copper,checklist,,,,,,4244.18-008,,,,,
Communications - Copper,checklist,,,,,,4244.18-009,,,,,
Communications - Copper,checklist,,,,,,4244.18-010,,,,,
Communications - Copper,checklist,,,,,,4244.18-011,,,,,
Communications - Copper,checklist,,,,,,4244.18-012,,,,,
Communications - Copper,checklist,,,,,,4244.18-013,,,,,
Communications - Copper,checklist,,,,,,4244.18-014,,,,,
Communications - Copper,checklist,,,,,,4244.18-015,,,,,
Communications - Copper,checklist,,,,,,4244.18-016,,,,,
Communications - Copper,checklist,,,,,,4244.18-017,,,,,
Communications - Copper,checklist,,,,,,4244.18-018,,,,,
Communications - Copper,checklist,,,,,,4244.18-019,,,,,
Communications - Copper,checklist,,,,,,4244.18-020,,,,,
Communications - Copper,checklist,,,,,,4244.18-021,,,,,
Communications - Copper,checklist,,,,,,4244.18-022,,,,,
Communications - Copper,checklist,,,,,,4244.18-023,,,,,
Communications - Copper,checklist,,,,,,4244.18-024,,,,,
,step,,,,,Patch Panel: 4244.18-PPT-00002,,,,,,
Communications - Copper,checklist,,,,,,4244.18-025,,,,,
Communications - Copper,checklist,,,,,,4244.18-026,,,,,
Communications - Copper,checklist,,,,,,4244.18-027,,,,,
Communications - Copper,checklist,,,,,,4244.18-028,,,,,
Communications - Copper,checklist,,,,,,4244.18-029,,,,,
Communications - Copper,checklist,,,,,,4244.18-030,,,,,
Communications - Copper,checklist,,,,,,4244.18-031,,,,,
Communications - Copper,checklist,,,,,,4244.18-032,,,,,
Communications - Copper,checklist,,,,,,4244.18-033,,,,,
Communications - Copper,checklist,,,,,,4244.18-034,,,,,
Communications - Copper,checklist,,,,,,4244.18-035,,,,,
Communications - Copper,checklist,,,,,,4244.18-036,,,,,
Communications - Copper,checklist,,,,,,4244.18-037,,,,,
Communications - Copper,checklist,,,,,,4244.18-038,,,,,
Communications - Copper,checklist,,,,,,4244.18-039,,,,,
Communications - Copper,checklist,,,,,,4244.18-040,,,,,
Communications - Copper,checklist,,,,,,4244.18-041,,,,,
Communications - Copper,checklist,,,,,,4244.18-042,,,,,
Communications - Copper,checklist,,,,,,4244.18-043,,,,,
Communications - Copper,checklist,,,,,,4244.18-044,,,,,
Communications - Copper,checklist,,,,,,4244.18-045,,,,,
Communications - Copper,checklist,,,,,,4244.18-046,,,,,
Communications - Copper,checklist,,,,,,4244.18-047,,,,,
Communications - Copper,checklist,,,,,,4244.18-048,,,,,
,step,,,,,Patch Panel: 4244.18-PPT-00003,,,,,,
Communications - Copper,checklist,,,,,,4244.18-049,,,,,
Communications - Copper,checklist,,,,,,4244.18-050,,,,,
Communications - Copper,checklist,,,,,,4244.18-051,,,,,
Communications - Copper,checklist,,,,,,4244.18-052,,,,,
Communications - Copper,checklist,,,,,,4244.18-053,,,,,
Communications - Copper,checklist,,,,,,4244.18-054,,,,,
Communications - Copper,checklist,,,,,,4244.18-055,,,,,
Communications - Copper,checklist,,,,,,4244.18-056,,,,,
Communications - Copper,checklist,,,,,,4244.18-057,,,,,
Communications - Copper,checklist,,,,,,4244.18-058,,,,,
Communications - Copper,checklist,,,,,,4244.18-059,,,,,
Communications - Copper,checklist,,,,,,4244.18-060,,,,,
Communications - Copper,checklist,,,,,,4244.18-061,,,,,
Communications - Copper,checklist,,,,,,4244.18-062,,,,,
Communications - Copper,checklist,,,,,,4244.18-063,,,,,
Communications - Copper,checklist,,,,,,4244.18-064,,,,,
Communications - Copper,checklist,,,,,,4244.18-065,,,,,
Communications - Copper,checklist,,,,,,4244.18-066,,,,,
Communications - Copper,checklist,,,,,,4244.18-067,,,,,
Communications - Copper,checklist,,,,,,4244.18-068,,,,,
Communications - Copper,checklist,,,,,,4244.18-069,,,,,
Communications - Copper,checklist,,,,,,4244.18-070,,,,,
Communications - Copper,checklist,,,,,,4244.18-071,,,,,
Communications - Copper,checklist,,,,,,4244.18-072,,,,,
,step,,,,,Patch Panel: 4244.18-PPT-00004,,,,,,
Communications - Copper,checklist,,,,,,4244.18-073,,,,,
Communications - Copper,checklist,,,,,,4244.18-074,,,,,
Communications - Copper,checklist,,,,,,4244.18-075,,,,,
Communications - Copper,checklist,,,,,,4244.18-076,,,,,
Communications - Copper,checklist,,,,,,4244.18-077,,,,,
Communications - Copper,checklist,,,,,,4244.18-078,,,,,
Communications - Copper,checklist,,,,,,4244.18-079,,,,,
Communications - Copper,checklist,,,,,,4244.18-080,,,,,
Communications - Copper,checklist,,,,,,4244.18-081,,,,,
Communications - Copper,checklist,,,,,,4244.18-082,,,,,
Communications - Copper,checklist,,,,,,4244.18-083,,,,,
Communications - Copper,checklist,,,,,,4244.18-084,,,,,
Communications - Copper,checklist,,,,,,4244.18-085,,,,,
Communications - Copper,checklist,,,,,,4244.18-086,,,,,
Communications - Copper,checklist,,,,,,4244.18-087,,,,,
Communications - Copper,checklist,,,,,,4244.18-088,,,,,
Communications - Copper,checklist,,,,,,4244.18-089,,,,,
Communications - Copper,checklist,,,,,,4244.18-090,,,,,
Communications - Copper,checklist,,,,,,4244.18-091,,,,,
Communications - Copper,checklist,,,,,,4244.18-092,,,,,
Communications - Copper,checklist,,,,,,4244.18-093,,,,,
Communications - Copper,checklist,,,,,,4244.18-094,,,,,
Communications - Copper,checklist,,,,,,4244.18-095,,,,,
Communications - Copper,checklist,,,,,,4244.18-096,,,,,
,step,,,,,Patch Panel: 4244.18-PPT-00005,,,,,,
Communications - Copper,checklist,,,,,,4244.18-097,,,,,
