resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Communications - Copper,checklist,,,,,,4244.18-098,,,,,
Communications - Copper,checklist,,,,,,4244.18-099,,,,,
Communications - Copper,checklist,,,,,,4244.18-100,,,,,
Communications - Copper,checklist,,,,,,4244.18-101,,,,,
Communications - Copper,checklist,,,,,,4244.18-102,,,,,
Communications - Copper,checklist,,,,,,4244.18-103,,,,,
Communications - Copper,checklist,,,,,,4244.18-104,,,,,
Communications - Copper,checklist,,,,,,4244.18-105,,,,,
Communications - Copper,checklist,,,,,,4244.18-106,,,,,
Communications - Copper,checklist,,,,,,4244.18-107,,,,,
Communications - Copper,checklist,,,,,,4244.18-108,,,,,
Communications - Copper,checklist,,,,,,4244.18-109,,,,,
Communications - Copper,checklist,,,,,,4244.18-110,,,,,
Communications - Copper,checklist,,,,,,4244.18-111,,,,,
Communications - Copper,checklist,,,,,,4244.18-112,,,,,
Communications - Copper,checklist,,,,,,4244.18-113,,,,,
Communications - Copper,checklist,,,,,,4244.18-114,,,,,
Communications - Copper,checklist,,,,,,4244.18-115,,,,,
Communications - Copper,checklist,,,,,,4244.18-116,,,,,
Communications - Copper,checklist,,,,,,4244.18-117,,,,,
Communications - Copper,checklist,,,,,,4244.18-118,,,,,
Communications - Copper,checklist,,,,,,4244.18-119,,,,,
Communications - Copper,checklist,,,,,,4244.18-120,,,,,
,step,,,,,Patch Panel: 4244.18-PPT-00006,,,,,,
Communications - Copper,checklist,,,,,,4244.18-121,,,,,
Communications - Copper,checklist,,,,,,4244.18-122,,,,,
Communications - Copper,checklist,,,,,,4244.18-123,,,,,
Communications - Copper,checklist,,,,,,4244.18-124,,,,,
Communications - Copper,checklist,,,,,,4244.18-125,,,,,
Communications - Copper,checklist,,,,,,4244.18-126,,,,,
Communications - Copper,checklist,,,,,,4244.18-127,,,,,
Communications - Copper,checklist,,,,,,4244.18-128,,,,,
Communications - Copper,checklist,,,,,,4244.18-129,,,,,
Communications - Copper,checklist,,,,,,4244.18-130,,,,,
Communications - Copper,checklist,,,,,,4244.18-131,,,,,
Communications - Copper,checklist,,,,,,4244.18-132,,,,,
Communications - Copper,checklist,,,,,,4244.18-133,,,,,
Communications - Copper,checklist,,,,,,4244.18-134,,,,,
Communications - Copper,checklist,,,,,,4244.18-135,,,,,
Communications - Copper,checklist,,,,,,4244.18-136,,,,,
Communications - Copper,checklist,,,,,,4244.18-137,,,,,
Communications - Copper,checklist,,,,,,4244.18-138,,,,,
Communications - Copper,checklist,,,,,,4244.18-139,,,,,
Communications - Copper,checklist,,,,,,4244.18-140,,,,,
Communications - Copper,checklist,,,,,,4244.18-141,,,,,
Communications - Copper,checklist,,,,,,4244.18-142,,,,,
Communications - Copper,checklist,,,,,,4244.18-143,,,,,
Communications - Copper,checklist,,,,,,4244.18-144,,,,,
,step,,,,,Patch Panel: 4244.18-PPT-00007,,,,,,
Communications - Copper,checklist,,,,,,4244.18-145,,,,,
Communications - Copper,checklist,,,,,,4244.18-146,,,,,
Communications - Copper,checklist,,,,,,4244.18-147,,,,,
Communications - Copper,checklist,,,,,,4244.18-148,,,,,
Communications - Copper,checklist,,,,,,4244.18-149,,,,,
Communications - Copper,checklist,,,,,,4244.18-150,,,,,
Communications - Copper,checklist,,,,,,4244.18-151,,,,,
Communications - Copper,checklist,,,,,,4244.18-152,,,,,
Communications - Copper,checklist,,,,,,4244.18-153,,,,,
Communications - Copper,checklist,,,,,,4244.18-154,,,,,
Communications - Copper,checklist,,,,,,4244.18-155,,,,,
Communications - Copper,checklist,,,,,,4244.18-156,,,,,
Communications - Copper,checklist,,,,,,4244.18-157,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
,step,,,,Rack: 4244.19-PPC-00001,,,,,,,
Communications - Cabinet,checklist,,,,,Cabinet ITC,,,,,,
,step,,,,,Patch Panel: 4244.19-PPT-00001,,,,,,
Communications - Copper,checklist,,,,,,4244.19-001,,,,,
Communications - Copper,checklist,,,,,,4244.19-002,,,,,
Communications - Copper,checklist,,,,,,4244.19-003,,,,,
Communications - Copper,checklist,,,,,,4244.19-004,,,,,
Communications - Copper,checklist,,,,,,4244.19-005,,,,,
Communications - Copper,checklist,,,,,,4244.19-006,,,,,
Communications - Copper,checklist,,,,,,4244.19-007,,,,,
Communications - Copper,checklist,,,,,,4244.19-008,,,,,
Communications - Copper,checklist,,,,,,4244.19-009,,,,,
Communications - Copper,checklist,,,,,,4244.19-010,,,,,
Communications - Copper,checklist,,,,,,4244.19-011,,,,,
Communications - Copper,checklist,,,,,,4244.19-012,,,,,
Communications - Copper,checklist,,,,,,4244.19-013,,,,,
Communications - Copper,checklist,,,,,,4244.19-014,,,,,
Communications - Copper,checklist,,,,,,4244.19-015,,,,,
Communications - Copper,checklist,,,,,,4244.19-016,,,,,
Communications - Copper,checklist,,,,,,4244.19-017,,,,,
Communications - Copper,checklist,,,,,,4244.19-018,,,,,
Communications - Copper,checklist,,,,,,4244.19-019,,,,,
Communications - Copper,checklist,,,,,,4244.19-020,,,,,
Communications - Copper,checklist,,,,,,4244.19-021,,,,,
Communications - Copper,checklist,,,,,,4244.19-022,,,,,
Communications - Copper,checklist,,,,,,4244.19-023,,,,,
Communications - Copper,checklist,,,,,,4244.19-024,,,,,
,step,,,,,Patch Panel: 4244.19-PPT-00002,,,,,,
Communications - Copper,checklist,,,,,,4244.19-025,,,,,
Communications - Copper,checklist,,,,,,4244.19-026,,,,,
Communications - Copper,checklist,,,,,,4244.19-027,,,,,
Communications - Copper,checklist,,,,,,4244.19-028,,,,,
Communications - Copper,checklist,,,,,,4244.19-029,,,,,
Communications - Copper,checklist,,,,,,4244.19-030,,,,,
Communications - Copper,checklist,,,,,,4244.19-031,,,,,
Communications - Copper,checklist,,,,,,4244.19-032,,,,,
Communications - Copper,checklist,,,,,,4244.19-033,,,,,
Communications - Copper,checklist,,,,,,4244.19-034,,,,,
Communications - Copper,checklist,,,,,,4244.19-035,,,,,
Communications - Copper,checklist,,,,,,4244.19-036,,,,,
Communications - Copper,checklist,,,,,,4244.19-037,,,,,
Communications - Copper,checklist,,,,,,4244.19-038,,,,,
Communications - Copper,checklist,,,,,,4244.19-039,,,,,
Communications - Copper,checklist,,,,,,4244.19-040,,,,,
Communications - Copper,checklist,,,,,,4244.19-041,,,,,
Communications - Copper,checklist,,,,,,4244.19-042,,,,,
Communications - Copper,checklist,,,,,,4244.19-043,,,,,
Communications - Copper,checklist,,,,,,4244.19-044,,,,,
Communications - Copper,checklist,,,,,,4244.19-045,,,,,
Communications - Copper,checklist,,,,,,4244.19-046,,,,,
Communications - Copper,checklist,,,,,,4244.19-047,,,,,
Communications - Copper,checklist,,,,,,4244.19-048,,,,,
,step,,,,,Patch Panel: 4244.19-PPT-00003,,,,,,
Communications - Copper,checklist,,,,,,4244.19-049,,,,,
Communications - Copper,checklist,,,,,,4244.19-050,,,,,
Communications - Copper,checklist,,,,,,4244.19-051,,,,,
Communications - Copper,checklist,,,,,,4244.19-052,,,,,
Communications - Copper,checklist,,,,,,4244.19-053,,,,,
Communications - Copper,checklist,,,,,,4244.19-054,,,,,
Communications - Copper,checklist,,,,,,4244.19-055,,,,,
Communications - Copper,checklist,,,,,,4244.19-056,,,,,
Communications - Copper,checklist,,,,,,4244.19-057,,,,,
Communications - Copper,checklist,,,,,,4244.19-058,,,,,
Communications - Copper,checklist,,,,,,4244.19-059,,,,,
Communications - Copper,checklist,,,,,,4244.19-060,,,,,
Communications - Copper,checklist,,,,,,4244.19-061,,,,,
Communications - Copper,checklist,,,,,,4244.19-062,,,,,
Communications - Copper,checklist,,,,,,4244.19-063,,,,,
Communications - Copper,checklist,,,,,,4244.19-064,,,,,
Communications - Copper,checklist,,,,,,4244.19-065,,,,,
Communications - Copper,checklist,,,,,,4244.19-066,,,,,
Communications - Copper,checklist,,,,,,4244.19-067,,,,,
Communications - Copper,checklist,,,,,,4244.19-068,,,,,
Communications - Copper,checklist,,,,,,4244.19-069,,,,,
Communications - Copper,checklist,,,,,,4244.19-070,,,,,
Communications - Copper,checklist,,,,,,4244.19-071,,,,,
Communications - Copper,checklist,,,,,,4244.19-072,,,,,
,step,,,,,Patch Panel: 4244.19-PPT-00004,,,,,,
Communications - Copper,checklist,,,,,,4244.19-073,,,,,
Communications - Copper,checklist,,,,,,4244.19-074,,,,,
Communications - Copper,checklist,,,,,,4244.19-075,,,,,
Communications - Copper,checklist,,,,,,4244.19-076,,,,,
Communications - Copper,checklist,,,,,,4244.19-077,,,,,
Communications - Copper,checklist,,,,,,4244.19-078,,,,,
Communications - Copper,checklist,,,,,,4244.19-079,,,,,
Communications - Copper,checklist,,,,,,4244.19-080,,,,,
Communications - Copper,checklist,,,,,,4244.19-081,,,,,
Communications - Copper,checklist,,,,,,4244.19-082,,,,,
Communications - Copper,checklist,,,,,,4244.19-083,,,,,
Communications - Copper,checklist,,,,,,4244.19-084,,,,,
Communications - Copper,checklist,,,,,,4244.19-085,,,,,
Communications - Copper,checklist,,,,,,4244.19-086,,,,,
Communications - Copper,checklist,,,,,,4244.19-087,,,,,
Communications - Copper,checklist,,,,,,4244.19-088,,,,,
Communications - Copper,checklist,,,,,,4244.19-089,,,,,
Communications - Copper,checklist,,,,,,4244.19-090,,,,,
Communications - Copper,checklist,,,,,,4244.19-091,,,,,
Communications - Copper,checklist,,,,,,4244.19-092,,,,,
Communications - Copper,checklist,,,,,,4244.19-093,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
,step,,,,,Patch Panel: 4244.19-PPT-00005,,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
Communications - Copper,checklist,,,,,,SPARE 12,,,,,
Communications - Copper,checklist,,,,,,SPARE 13,,,,,
Communications - Copper,checklist,,,,,,SPARE 14,,,,,
Communications - Copper,checklist,,,,,,SPARE 15,,,,,
Communications - Copper,checklist,,,,,,SPARE 16,,,,,
Communications - Copper,checklist,,,,,,SPARE 17,,,,,
Communications - Copper,checklist,,,,,,SPARE 18,,,,,
Communications - Copper,checklist,,,,,,SPARE 19,,,,,
Communications - Copper,checklist,,,,,,SPARE 20,,,,,
Communications - Copper,checklist,,,,,,SPARE 21,,,,,
Communications - Copper,checklist,,,,,,SPARE 22,,,,,
Communications - Copper,checklist,,,,,,SPARE 23,,,,,
Communications - Copper,checklist,,,,,,SPARE 24,,,,,
,step,,,,,Patch Panel: 4244.19-PPT-00006,,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-001,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-002,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-003,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-004,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-005,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-006,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-007,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-008,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-009,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-010,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-011,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-012,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-013,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-014,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-015,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-016,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-017,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-018,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-019,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-020,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-021,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-022,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-023,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-024,,,,,
,step,,,,,Patch Panel: 4244.19-PPT-00007,,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-025,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-026,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-027,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-028,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-029,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-030,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-031,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-032,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-033,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-034,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-035,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-036,,,,,
Communications - Copper,checklist,,,,,,4244.19-3-037,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
,step,,,,,Patch Panel: 4244.19-PPT-00008,,,,,,
Communications - Copper,checklist,,,,,,4244.19-4-001,,,,,
Communications - Copper,checklist,,,,,,4244.19-4-002,,,,,
Communications - Copper,checklist,,,,,,4244.19-4-003,,,,,
Communications - Copper,checklist,,,,,,4244.19-4-004,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
Communications - Copper,checklist,,,,,,SPARE 12,,,,,
Communications - Copper,checklist,,,,,,SPARE 13,,,,,
Communications - Copper,checklist,,,,,,SPARE 14,,,,,
Communications - Copper,checklist,,,,,,SPARE 15,,,,,
Communications - Copper,checklist,,,,,,SPARE 16,,,,,
Communications - Copper,checklist,,,,,,SPARE 17,,,,,
Communications - Copper,checklist,,,,,,SPARE 18,,,,,
Communications - Copper,checklist,,,,,,SPARE 19,,,,,
Communications - Copper,checklist,,,,,,SPARE 20,,,,,
,step,,,,Rack: 4244.20-PPC-00001,,,,,,,
Communications - Cabinet,checklist,,,,,Cabinet ITC,,,,,,
,step,,,,,Patch Panel: 4244.20-PPT-00001,,,,,,
Communications - Copper,checklist,,,,,,4244.20-001,,,,,
Communications - Copper,checklist,,,,,,4244.20-002,,,,,
Communications - Copper,checklist,,,,,,4244.20-003,,,,,
Communications - Copper,checklist,,,,,,4244.20-004,,,,,
Communications - Copper,checklist,,,,,,4244.20-005,,,,,
Communications - Copper,checklist,,,,,,4244.20-006,,,,,
Communications - Copper,checklist,,,,,,4244.20-007,,,,,
Communications - Copper,checklist,,,,,,4244.20-008,,,,,
Communications - Copper,checklist,,,,,,4244.20-009,,,,,
Communications - Copper,checklist,,,,,,4244.20-010,,,,,
Communications - Copper,checklist,,,,,,4244.20-011,,,,,
Communications - Copper,checklist,,,,,,4244.20-012,,,,,
Communications - Copper,checklist,,,,,,4244.20-013,,,,,
Communications - Copper,checklist,,,,,,4244.20-014,,,,,
Communications - Copper,checklist,,,,,,4244.20-015,,,,,
Communications - Copper,checklist,,,,,,4244.20-016,,,,,
Communications - Copper,checklist,,,,,,4244.20-017,,,,,
Communications - Copper,checklist,,,,,,4244.20-018,,,,,
Communications - Copper,checklist,,,,,,4244.20-019,,,,,
Communications - Copper,checklist,,,,,,4244.20-020,,,,,
Communications - Copper,checklist,,,,,,4244.20-021,,,,,
Communications - Copper,checklist,,,,,,4244.20-022,,,,,
Communications - Copper,checklist,,,,,,4244.20-023,,,,,
Communications - Copper,checklist,,,,,,4244.20-024,,,,,
,step,,,,,Patch Panel: 4244.20-PPT-00002,,,,,,
Communications - Copper,checklist,,,,,,4244.20-025,,,,,
Communications - Copper,checklist,,,,,,4244.20-026,,,,,
Communications - Copper,checklist,,,,,,4244.20-027,,,,,
Communications - Copper,checklist,,,,,,4244.20-028,,,,,
Communications - Copper,checklist,,,,,,4244.20-029,,,,,
Communications - Copper,checklist,,,,,,4244.20-030,,,,,
Communications - Copper,checklist,,,,,,4244.20-031,,,,,
Communications - Copper,checklist,,,,,,4244.20-032,,,,,
Communications - Copper,checklist,,,,,,4244.20-033,,,,,
Communications - Copper,checklist,,,,,,4244.20-034,,,,,
Communications - Copper,checklist,,,,,,4244.20-035,,,,,
Communications - Copper,checklist,,,,,,4244.20-036,,,,,
Communications - Copper,checklist,,,,,,4244.20-037,,,,,
Communications - Copper,checklist,,,,,,4244.20-038,,,,,
Communications - Copper,checklist,,,,,,4244.20-039,,,,,
Communications - Copper,checklist,,,,,,4244.20-040,,,,,
Communications - Copper,checklist,,,,,,4244.20-041,,,,,
Communications - Copper,checklist,,,,,,4244.20-042,,,,,
Communications - Copper,checklist,,,,,,4244.20-043,,,,,
Communications - Copper,checklist,,,,,,4244.20-044,,,,,
Communications - Copper,checklist,,,,,,4244.20-045,,,,,
Communications - Copper,checklist,,,,,,4244.20-046,,,,,
Communications - Copper,checklist,,,,,,4244.20-047,,,,,
Communications - Copper,checklist,,,,,,4244.20-048,,,,,
,step,,,,,Patch Panel: 4244.20-PPT-00003,,,,,,
Communications - Copper,checklist,,,,,,4244.20-049,,,,,
Communications - Copper,checklist,,,,,,4244.20-050,,,,,
Communications - Copper,checklist,,,,,,4244.20-051,,,,,
Communications - Copper,checklist,,,,,,4244.20-052,,,,,
Communications - Copper,checklist,,,,,,4244.20-053,,,,,
Communications - Copper,checklist,,,,,,4244.20-054,,,,,
Communications - Copper,checklist,,,,,,4244.20-055,,,,,
Communications - Copper,checklist,,,,,,4244.20-056,,,,,
Communications - Copper,checklist,,,,,,4244.20-057,,,,,
Communications - Copper,checklist,,,,,,4244.20-058,,,,,
Communications - Copper,checklist,,,,,,4244.20-059,,,,,
Communications - Copper,checklist,,,,,,4244.20-060,,,,,
Communications - Copper,checklist,,,,,,4244.20-061,,,,,
Communications - Copper,checklist,,,,,,4244.20-062,,,,,
Communications - Copper,checklist,,,,,,4244.20-063,,,,,
Communications - Copper,checklist,,,,,,4244.20-064,,,,,
Communications - Copper,checklist,,,,,,4244.20-065,,,,,
Communications - Copper,checklist,,,,,,4244.20-066,,,,,
Communications - Copper,checklist,,,,,,4244.20-067,,,,,
Communications - Copper,checklist,,,,,,4244.20-068,,,,,
Communications - Copper,checklist,,,,,,4244.20-069,,,,,
Communications - Copper,checklist,,,,,,4244.20-070,,,,,
Communications - Copper,checklist,,,,,,4244.20-071,,,,,
Communications - Copper,checklist,,,,,,4244.20-072,,,,,
,step,,,,,Patch Panel: 4244.20-PPT-00004,,,,,,
Communications - Copper,checklist,,,,,,4244.20-073,,,,,
Communications - Copper,checklist,,,,,,4244.20-074,,,,,
Communications - Copper,checklist,,,,,,4244.20-075,,,,,
Communications - Copper,checklist,,,,,,4244.20-076,,,,,
Communications - Copper,checklist,,,,,,4244.20-077,,,,,
Communications - Copper,checklist,,,,,,4244.20-078,,,,,
Communications - Copper,checklist,,,,,,4244.20-079,,,,,
Communications - Copper,checklist,,,,,,4244.20-080,,,,,
Communications - Copper,checklist,,,,,,4244.20-081,,,,,
Communications - Copper,checklist,,,,,,4244.20-082,,,,,
Communications - Copper,checklist,,,,,,4244.20-083,,,,,
Communications - Copper,checklist,,,,,,4244.20-084,,,,,
Communications - Copper,checklist,,,,,,4244.20-085,,,,,
Communications - Copper,checklist,,,,,,4244.20-086,,,,,
Communications - Copper,checklist,,,,,,4244.20-087,,,,,
Communications - Copper,checklist,,,,,,4244.20-088,,,,,
Communications - Copper,checklist,,,,,,4244.20-089,,,,,
Communications - Copper,checklist,,,,,,4244.20-090,,,,,
Communications - Copper,checklist,,,,,,4244.20-091,,,,,
Communications - Copper,checklist,,,,,,4244.20-092,,,,,
Communications - Copper,checklist,,,,,,4244.20-093,,,,,
Communications - Copper,checklist,,,,,,4244.20-094,,,,,
Communications - Copper,checklist,,,,,,4244.20-095,,,,,
Communications - Copper,checklist,,,,,,4244.20-096,,,,,
,step,,,,,Patch Panel: 4244.20-PPT-00005,,,,,,
Communications - Copper,checklist,,,,,,4244.20-097,,,,,
Communications - Copper,checklist,,,,,,4244.20-098,,,,,
Communications - Copper,checklist,,,,,,4244.20-099,,,,,
Communications - Copper,checklist,,,,,,4244.20-100,,,,,
Communications - Copper,checklist,,,,,,4244.20-101,,,,,
Communications - Copper,checklist,,,,,,4244.20-102,,,,,
Communications - Copper,checklist,,,,,,4244.20-103,,,,,
Communications - Copper,checklist,,,,,,4244.20-104,,,,,
Communications - Copper,checklist,,,,,,4244.20-105,,,,,
Communications - Copper,checklist,,,,,,4244.20-106,,,,,
Communications - Copper,checklist,,,,,,4244.20-107,,,,,
Communications - Copper,checklist,,,,,,4244.20-108,,,,,
Communications - Copper,checklist,,,,,,4244.20-109,,,,,
Communications - Copper,checklist,,,,,,4244.20-110,,,,,
Communications - Copper,checklist,,,,,,4244.20-111,,,,,
Communications - Copper,checklist,,,,,,4244.20-112,,,,,
Communications - Copper,checklist,,,,,,4244.20-113,,,,,
Communications - Copper,checklist,,,,,,4244.20-114,,,,,
Communications - Copper,checklist,,,,,,4244.20-115,,,,,
Communications - Copper,checklist,,,,,,4244.20-116,,,,,
Communications - Copper,checklist,,,,,,4244.20-117,,,,,
Communications - Copper,checklist,,,,,,4244.20-118,,,,,
Communications - Copper,checklist,,,,,,4244.20-119,,,,,
Communications - Copper,checklist,,,,,,4244.20-120,,,,,
,step,,,,,Patch Panel: 4244.20-PPT-00006,,,,,,
Communications - Copper,checklist,,,,,,4244.20-121,,,,,
Communications - Copper,checklist,,,,,,4244.20-122,,,,,
Communications - Copper,checklist,,,,,,4244.20-123,,,,,
Communications - Copper,checklist,,,,,,4244.20-124,,,,,
Communications - Copper,checklist,,,,,,4244.20-125,,,,,
Communications - Copper,checklist,,,,,,4244.20-126,,,,,
Communications - Copper,checklist,,,,,,4244.20-127,,,,,
Communications - Copper,checklist,,,,,,4244.20-128,,,,,
Communications - Copper,checklist,,,,,,4244.20-129,,,,,
Communications - Copper,checklist,,,,,,4244.20-130,,,,,
Communications - Copper,checklist,,,,,,4244.20-131,,,,,
Communications - Copper,checklist,,,,,,4244.20-132,,,,,
Communications - Copper,checklist,,,,,,4244.20-133,,,,,
Communications - Copper,checklist,,,,,,4244.20-134,,,,,
Communications - Copper,checklist,,,,,,4244.20-135,,,,,
Communications - Copper,checklist,,,,,,4244.20-136,,,,,
Communications - Copper,checklist,,,,,,4244.20-137,,,,,
Communications - Copper,checklist,,,,,,4244.20-138,,,,,
Communications - Copper,checklist,,,,,,4244.20-139,,,,,
Communications - Copper,checklist,,,,,,4244.20-140,,,,,
Communications - Copper,checklist,,,,,,4244.20-141,,,,,
Communications - Copper,checklist,,,,,,4244.20-142,,,,,
Communications - Copper,checklist,,,,,,4244.20-143,,,,,
Communications - Copper,checklist,,,,,,4244.20-144,,,,,
,step,,,,,Patch Panel: 4244.20-PPT-00007,,,,,,
Communications - Copper,checklist,,,,,,4244.20-145,,,,,
Communications - Copper,checklist,,,,,,4244.20-146,,,,,
Communications - Copper,checklist,,,,,,4244.20-147,,,,,
Communications - Copper,checklist,,,,,,4244.20-148,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
