resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Communications - Copper,checklist,,,,,,7020-10-008,,,,,
Communications - Copper,checklist,,,,,,7020-10-009,,,,,
Communications - Copper,checklist,,,,,,7020-10-010,,,,,
Communications - Copper,checklist,,,,,,7020-10-011,,,,,
Communications - Copper,checklist,,,,,,7020-10-012,,,,,
Communications - Copper,checklist,,,,,,7020-10-013,,,,,
Communications - Copper,checklist,,,,,,7020-10-014,,,,,
Communications - Copper,checklist,,,,,,7020-10-015,,,,,
Communications - Copper,checklist,,,,,,7020-10-016,,,,,
Communications - Copper,checklist,,,,,,7020-10-017,,,,,
Communications - Copper,checklist,,,,,,7020-10-018,,,,,
Communications - Copper,checklist,,,,,,7020-10-019,,,,,
Communications - Copper,checklist,,,,,,7020-10-020,,,,,
Communications - Copper,checklist,,,,,,7020-10-021,,,,,
Communications - Copper,checklist,,,,,,7020-10-022,,,,,
Communications - Copper,checklist,,,,,,7020-10-023,,,,,
Communications - Copper,checklist,,,,,,7020-10-024,,,,,
,step,,,,,Patch Panel: 7020.10-PPT-00002,,,,,,
Communications - Copper,checklist,,,,,,7020-10-025,,,,,
Communications - Copper,checklist,,,,,,7020-10-026,,,,,
Communications - Copper,checklist,,,,,,7020-10-027,,,,,
Communications - Copper,checklist,,,,,,7020-10-028,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
Communications - Copper,checklist,,,,,,SPARE 12,,,,,
Communications - Copper,checklist,,,,,,SPARE 13,,,,,
Communications - Copper,checklist,,,,,,SPARE 14,,,,,
Communications - Copper,checklist,,,,,,SPARE 15,,,,,
Communications - Copper,checklist,,,,,,SPARE 16,,,,,
Communications - Copper,checklist,,,,,,SPARE 17,,,,,
Communications - Copper,checklist,,,,,,SPARE 18,,,,,
Communications - Copper,checklist,,,,,,SPARE 19,,,,,
Communications - Copper,checklist,,,,,,SPARE 20,,,,,
,step,,,,Rack: 7020-11-PPC-00011,,,,,,,
Communications - Cabinet,checklist,,,,,Cabinet ITC,,,,,,
,step,,,,,Patch Panel: 7020-11-PPT-00001,,,,,,
Communications - Copper,checklist,,,,,,7020-11-001,,,,,
Communications - Copper,checklist,,,,,,7020-11-002,,,,,
Communications - Copper,checklist,,,,,,7020-11-003,,,,,
Communications - Copper,checklist,,,,,,7020-11-004,,,,,
Communications - Copper,checklist,,,,,,7020-11-005,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
Communications - Copper,checklist,,,,,,SPARE 12,,,,,
Communications - Copper,checklist,,,,,,SPARE 13,,,,,
Communications - Copper,checklist,,,,,,SPARE 14,,,,,
Communications - Copper,checklist,,,,,,SPARE 15,,,,,
Communications - Copper,checklist,,,,,,SPARE 16,,,,,
Communications - Copper,checklist,,,,,,SPARE 17,,,,,
Communications - Copper,checklist,,,,,,SPARE 18,,,,,
Communications - Copper,checklist,,,,,,SPARE 19,,,,,
,step,,,,Rack: 7020-12-PPC-00012,,,,,,,
Communications - Cabinet,checklist,,,,,Cabinet ITC,,,,,,
,step,,,,,Patch Panel: 7020-12-PPT-00001,,,,,,
Communications - Copper,checklist,,,,,,7020-12-001,,,,,
Communications - Copper,checklist,,,,,,7020-12-002,,,,,
Communications - Copper,checklist,,,,,,7020-12-003,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
Communications - Copper,checklist,,,,,,SPARE 12,,,,,
Communications - Copper,checklist,,,,,,SPARE 13,,,,,
Communications - Copper,checklist,,,,,,SPARE 14,,,,,
Communications - Copper,checklist,,,,,,SPARE 15,,,,,
Communications - Copper,checklist,,,,,,SPARE 16,,,,,
Communications - Copper,checklist,,,,,,SPARE 17,,,,,
Communications - Copper,checklist,,,,,,SPARE 18,,,,,
Communications - Copper,checklist,,,,,,SPARE 19,,,,,
Communications - Copper,checklist,,,,,,SPARE 20,,,,,
,step,,,CarPark 3-4 Departures,,,,,,,,
,step,,,,Rack: 7021-1-PPC-00001,,,,,,,
Communications - Cabinet,checklist,,,,,Cabinet ITC,,,,,,
,step,,,,,Patch Panel: 7021-1-PPT-00001,,,,,,
Communications - Copper,checklist,,,,,,7021-1-001,,,,,
Communications - Copper,checklist,,,,,,7021-1-002,,,,,
Communications - Copper,checklist,,,,,,7021-1-003,,,,,
Communications - Copper,checklist,,,,,,7021-1-004,,,,,
Communications - Copper,checklist,,,,,,7021-1-005,,,,,
Communications - Copper,checklist,,,,,,7021-1-006,,,,,
Communications - Copper,checklist,,,,,,7021-1-007,,,,,
Communications - Copper,checklist,,,,,,7021-1-008,,,,,
Communications - Copper,checklist,,,,,,7021-1-009,,,,,
Communications - Copper,checklist,,,,,,7021-1-010,,,,,
Communications - Copper,checklist,,,,,,7021-1-011,,,,,
Communications - Copper,checklist,,,,,,7021-1-012,,,,,
Communications - Copper,checklist,,,,,,7021-1-013,,,,,
Communications - Copper,checklist,,,,,,7021-1-014,,,,,
Communications - Copper,checklist,,,,,,7021-1-015,,,,,
Communications - Copper,checklist,,,,,,7021-1-016,,,,,
Communications - Copper,checklist,,,,,,7021-1-017,,,,,
Communications - Copper,checklist,,,,,,7021-1-018,,,,,
Communications - Copper,checklist,,,,,,7021-1-019,,,,,
Communications - Copper,checklist,,,,,,7021-1-020,,,,,
Communications - Copper,checklist,,,,,,7021-1-021,,,,,
Communications - Copper,checklist,,,,,,7021-1-022,,,,,
Communications - Copper,checklist,,,,,,7021-1-023,,,,,
Communications - Copper,checklist,,,,,,7021-1-024,,,,,
,step,,,,,Patch Panel: 7021-1-PPT-00002,,,,,,
Communications - Copper,checklist,,,,,,7021-1-025,,,,,
Communications - Copper,checklist,,,,,,7021-1-026,,,,,
Communications - Copper,checklist,,,,,,7021-1-027,,,,,
Communications - Copper,checklist,,,,,,7021-1-028,,,,,
Communications - Copper,checklist,,,,,,7021-1-029,,,,,
Communications - Copper,checklist,,,,,,7021-1-030,,,,,
Communications - Copper,checklist,,,,,,7021-1-031,,,,,
Communications - Copper,checklist,,,,,,7021-1-032,,,,,
Communications - Copper,checklist,,,,,,7021-1-033,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
Communications - Copper,checklist,,,,,,SPARE 12,,,,,
Communications - Copper,checklist,,,,,,SPARE 13,,,,,
Communications - Copper,checklist,,,,,,SPARE 14,,,,,
Communications - Copper,checklist,,,,,,SPARE 15,,,,,
,step,,,,Rack: 7021-2-PPC-00002,,,,,,,
Communications - Cabinet,checklist,,,,,Cabinet ITC,,,,,,
,step,,,,,Patch Panel: 7021-2-PPT-00001,,,,,,
Communications - Copper,checklist,,,,,,7021-2-001,,,,,
Communications - Copper,checklist,,,,,,7021-2-002,,,,,
Communications - Copper,checklist,,,,,,7021-2-003,,,,,
Communications - Copper,checklist,,,,,,7021-2-004,,,,,
Communications - Copper,checklist,,,,,,7021-2-005,,,,,
Communications - Copper,checklist,,,,,,7021-2-006,,,,,
Communications - Copper,checklist,,,,,,7021-2-007,,,,,
Communications - Copper,checklist,,,,,,7021-2-008,,,,,
Communications - Copper,checklist,,,,,,7021-2-009,,,,,
Communications - Copper,checklist,,,,,,7021-2-010,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
Communications - Copper,checklist,,,,,,SPARE 12,,,,,
Communications - Copper,checklist,,,,,,SPARE 13,,,,,
Communications - Copper,checklist,,,,,,SPARE 14,,,,,
,step,,,,Rack: 7021-3-PPC-00003,,,,,,,
Communications - Cabinet,checklist,,,,,Cabinet ITC,,,,,,
,step,,,,,Patch Panel: 7021-3-PPT-00001,,,,,,
Communications - Copper,checklist,,,,,,7021-3-001,,,,,
Communications - Copper,checklist,,,,,,7021-3-002,,,,,
Communications - Copper,checklist,,,,,,7021-3-003,,,,,
Communications - Copper,checklist,,,,,,7021-3-004,,,,,
Communications - Copper,checklist,,,,,,7021-3-005,,,,,
Communications - Copper,checklist,,,,,,7021-3-006,,,,,
Communications - Copper,checklist,,,,,,7021-3-007,,,,,
Communications - Copper,checklist,,,,,,7021-3-008,,,,,
Communications - Copper,checklist,,,,,,7021-3-009,,,,,
Communications - Copper,checklist,,,,,,7021-3-010,,,,,
Communications - Copper,checklist,,,,,,7021-3-011,,,,,
Communications - Copper,checklist,,,,,,7021-3-012,,,,,
Communications - Copper,checklist,,,,,,7021-3-013,,,,,
Communications - Copper,checklist,,,,,,7021-3-014,,,,,
Communications - Copper,checklist,,,,,,7021-3-015,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
,step,,,,Rack: 7021-4-PPC-00004,,,,,,,
Communications - Cabinet,checklist,,,,,Cabinet ITC,,,,,,
,step,,,,,Patch Panel: 7021-4-PPT-00001,,,,,,
Communications - Copper,checklist,,,,,,7021-4-001,,,,,
Communications - Copper,checklist,,,,,,7021-4-002,,,,,
Communications - Copper,checklist,,,,,,7021-4-003,,,,,
Communications - Copper,checklist,,,,,,7021-4-004,,,,,
Communications - Copper,checklist,,,,,,7021-4-005,,,,,
Communications - Copper,checklist,,,,,,7021-4-006,,,,,
Communications - Copper,checklist,,,,,,7021-4-007,,,,,
Communications - Copper,checklist,,,,,,7021-4-008,,,,,
Communications - Copper,checklist,,,,,,7021-4-009,,,,,
Communications - Copper,checklist,,,,,,7021-4-010,,,,,
Communications - Copper,checklist,,,,,,7021-4-011,,,,,
Communications - Copper,checklist,,,,,,7021-4-012,,,,,
Communications - Copper,checklist,,,,,,7021-4-013,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
,step,,,,Rack: 7021-5-PPC-00005,,,,,,,
Communications - Cabinet,checklist,,,,,Cabinet ITC,,,,,,
,step,,,,,Patch Panel: 7021-5-PPT-00001,,,,,,
Communications - Copper,checklist,,,,,,7021-5-001,,,,,
Communications - Copper,checklist,,,,,,7021-5-002,,,,,
Communications - Copper,checklist,,,,,,7021-5-003,,,,,
Communications - Copper,checklist,,,,,,7021-5-004,,,,,
Communications - Copper,checklist,,,,,,7021-5-005,,,,,
Communications - Copper,checklist,,,,,,7021-5-006,,,,,
Communications - Copper,checklist,,,,,,7021-5-007,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
Communications - Copper,checklist,,,,,,SPARE 12,,,,,
Communications - Copper,checklist,,,,,,SPARE 13,,,,,
Communications - Copper,checklist,,,,,,SPARE 14,,,,,
Communications - Copper,checklist,,,,,,SPARE 15,,,,,
Communications - Copper,checklist,,,,,,SPARE 16,,,,,
Communications - Copper,checklist,,,,,,SPARE 17,,,,,
,step,,,,Rack: 7021-6-PPC-00006,,,,,,,
Communications - Cabinet,checklist,,,,,Cabinet ITC,,,,,,
,step,,,,,Patch Panel: 7021-6-PPT-00001,,,,,,
Communications - Copper,checklist,,,,,,7021-6-001,,,,,
Communications - Copper,checklist,,,,,,7021-6-002,,,,,
Communications - Copper,checklist,,,,,,7021-6-003,,,,,
Communications - Copper,checklist,,,,,,7021-6-004,,,,,
Communications - Copper,checklist,,,,,,7021-6-005,,,,,
Communications - Copper,checklist,,,,,,7021-6-006,,,,,
Communications - Copper,checklist,,,,,,7021-6-007,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
Communications - Copper,checklist,,,,,,SPARE 12,,,,,
Communications - Copper,checklist,,,,,,SPARE 13,,,,,
Communications - Copper,checklist,,,,,,SPARE 14,,,,,
Communications - Copper,checklist,,,,,,SPARE 15,,,,,
Communications - Copper,checklist,,,,,,SPARE 16,,,,,
Communications - Copper,checklist,,,,,,SPARE 17,,,,,
,step,,,,Rack: 7021-7-PPC-00007,,,,,,,
Communications - Cabinet,checklist,,,,,Cabinet ITC,,,,,,
,step,,,,,Patch Panel: 7021-7-PPT-00001,,,,,,
Communications - Copper,checklist,,,,,,7021-7-001,,,,,
Communications - Copper,checklist,,,,,,7021-7-002,,,,,
Communications - Copper,checklist,,,,,,7021-7-003,,,,,
Communications - Copper,checklist,,,,,,7021-7-004,,,,,
Communications - Copper,checklist,,,,,,7021-7-005,,,,,
Communications - Copper,checklist,,,,,,7021-7-006,,,,,
Communications - Copper,checklist,,,,,,7021-7-007,,,,,
Communications - Copper,checklist,,,,,,7021-7-008,,,,,
Communications - Copper,checklist,,,,,,7021-7-009,,,,,
Communications - Copper,checklist,,,,,,7021-7-010,,,,,
Communications - Copper,checklist,,,,,,7021-7-011,,,,,
Communications - Copper,checklist,,,,,,7021-7-012,,,,,
Communications - Copper,checklist,,,,,,7021-7-013,,,,,
Communications - Copper,checklist,,,,,,7021-7-014,,,,,
Communications - Copper,checklist,,,,,,7021-7-015,,,,,
Communications - Copper,checklist,,,,,,7021-7-016,,,,,
Communications - Copper,checklist,,,,,,7021-7-017,,,,,
Communications - Copper,checklist,,,,,,7021-7-018,,,,,
Communications - Copper,checklist,,,,,,7021-7-019,,,,,
Communications - Copper,checklist,,,,,,7021-7-020,,,,,
Communications - Copper,checklist,,,,,,7021-7-021,,,,,
Communications - Copper,checklist,,,,,,7021-7-022,,,,,
Communications - Copper,checklist,,,,,,7021-7-023,,,,,
Communications - Copper,checklist,,,,,,7021-7-024,,,,,
,step,,,,,Patch Panel: 7021-7-PPT-00002,,,,,,
Communications - Copper,checklist,,,,,,7021-7-025,,,,,
Communications - Copper,checklist,,,,,,7021-7-026,,,,,
Communications - Copper,checklist,,,,,,7021-7-027,,,,,
Communications - Copper,checklist,,,,,,7021-7-028,,,,,
Communications - Copper,checklist,,,,,,7021-7-029,,,,,
Communications - Copper,checklist,,,,,,7021-7-030,,,,,
Communications - Copper,checklist,,,,,,7021-7-031,,,,,
Communications - Copper,checklist,,,,,,7021-7-032,,,,,
Communications - Copper,checklist,,,,,,7021-7-033,,,,,
Communications - Copper,checklist,,,,,,7021-7-034,,,,,
Communications - Copper,checklist,,,,,,7021-7-035,,,,,
Communications - Copper,checklist,,,,,,7021-7-036,,,,,
Communications - Copper,checklist,,,,,,7021-7-037,,,,,
Communications - Copper,checklist,,,,,,7021-7-038,,,,,
Communications - Copper,checklist,,,,,,7021-7-039,,,,,
Communications - Copper,checklist,,,,,,7021-7-040,,,,,
Communications - Copper,checklist,,,,,,7021-7-041,,,,,
Communications - Copper,checklist,,,,,,7021-7-042,,,,,
Communications - Copper,checklist,,,,,,7021-7-043,,,,,
Communications - Copper,checklist,,,,,,7021-7-044,,,,,
Communications - Copper,checklist,,,,,,7021-7-045,,,,,
Communications - Copper,checklist,,,,,,7021-7-046,,,,,
Communications - Copper,checklist,,,,,,7021-7-047,,,,,
Communications - Copper,checklist,,,,,,7021-7-048,,,,,
,step,,,,,Patch Panel: 7021-7-PPT-00003,,,,,,
Communications - Copper,checklist,,,,,,7021-7-049,,,,,
Communications - Copper,checklist,,,,,,7021-7-050,,,,,
Communications - Copper,checklist,,,,,,7021-7-051,,,,,
Communications - Copper,checklist,,,,,,7021-7-052,,,,,
Communications - Copper,checklist,,,,,,7021-7-053,,,,,
Communications - Copper,checklist,,,,,,7021-7-054,,,,,
Communications - Copper,checklist,,,,,,7021-7-055,,,,,
Communications - Copper,checklist,,,,,,7021-7-056,,,,,
Communications - Copper,checklist,,,,,,7021-7-057,,,,,
Communications - Copper,checklist,,,,,,7021-7-058,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
Communications - Copper,checklist,,,,,,SPARE 12,,,,,
Communications - Copper,checklist,,,,,,SPARE 13,,,,,
Communications - Copper,checklist,,,,,,SPARE 14,,,,,
,step,,,,Rack: 7021-8-PPC-00008,,,,,,,
Communications - Cabinet,checklist,,,,,Cabinet ITC,,,,,,
,step,,,,,Patch Panel: 7021-8-PPT-00001,,,,,,
Communications - Copper,checklist,,,,,,7021-8-001,,,,,
Communications - Copper,checklist,,,,,,7021-8-002,,,,,
Communications - Copper,checklist,,,,,,7021-8-003,,,,,
Communications - Copper,checklist,,,,,,7021-8-004,,,,,
Communications - Copper,checklist,,,,,,7021-8-005,,,,,
Communications - Copper,checklist,,,,,,7021-8-006,,,,,
Communications - Copper,checklist,,,,,,7021-8-007,,,,,
Communications - Copper,checklist,,,,,,7021-8-008,,,,,
Communications - Copper,checklist,,,,,,7021-8-009,,,,,
Communications - Copper,checklist,,,,,,7021-8-010,,,,,
Communications - Copper,checklist,,,,,,7021-8-011,,,,,
Communications - Copper,checklist,,,,,,7021-8-012,,,,,
Communications - Copper,checklist,,,,,,7021-8-013,,,,,
Communications - Copper,checklist,,,,,,7021-8-014,,,,,
Communications - Copper,checklist,,,,,,7021-8-015,,,,,
Communications - Copper,checklist,,,,,,7021-8-016,,,,,
Communications - Copper,checklist,,,,,,7021-8-017,,,,,
Communications - Copper,checklist,,,,,,7021-8-018,,,,,
Communications - Copper,checklist,,,,,,7021-8-019,,,,,
Communications - Copper,checklist,,,,,,7021-8-020,,,,,
Communications - Copper,checklist,,,,,,7021-8-021,,,,,
Communications - Copper,checklist,,,,,,7021-8-022,,,,,
Communications - Copper,checklist,,,,,,7021-8-023,,,,,
Communications - Copper,checklist,,,,,,7021-8-024,,,,,
,step,,,,,Patch Panel: 7021-8-PPT-00002,,,,,,
Communications - Copper,checklist,,,,,,7021-8-025,,,,,
Communications - Copper,checklist,,,,,,7021-8-026,,,,,
Communications - Copper,checklist,,,,,,7021-8-027,,,,,
Communications - Copper,checklist,,,,,,7021-8-028,,,,,
Communications - Copper,checklist,,,,,,7021-8-029,,,,,
Communications - Copper,checklist,,,,,,SPARE 1,,,,,
Communications - Copper,checklist,,,,,,SPARE 2,,,,,
Communications - Copper,checklist,,,,,,SPARE 3,,,,,
Communications - Copper,checklist,,,,,,SPARE 4,,,,,
Communications - Copper,checklist,,,,,,SPARE 5,,,,,
Communications - Copper,checklist,,,,,,SPARE 6,,,,,
Communications - Copper,checklist,,,,,,SPARE 7,,,,,
Communications - Copper,checklist,,,,,,SPARE 8,,,,,
Communications - Copper,checklist,,,,,,SPARE 9,,,,,
Communications - Copper,checklist,,,,,,SPARE 10,,,,,
Communications - Copper,checklist,,,,,,SPARE 11,,,,,
Communications - Copper,checklist,,,,,,SPARE 12,,,,,
Communications - Copper,checklist,,,,,,SPARE 13,,,,,
Communications - Copper,checklist,,,,,,SPARE 14,,,,,
Communications - Copper,checklist,,,,,,SPARE 15,,,,,
Communications - Copper,checklist,,,,,,SPARE 16,,,,,
Communications - Copper,checklist,,,,,,SPARE 17,,,,,
Communications - Copper,checklist,,,,,,SPARE 18,,,,,
Communications - Copper,checklist,,,,,,SPARE 19,,,,,
,step,,,NCS,,,,,,,,
,step,,,,Rack: 3140-1-PPC-00001,,,,,,,
Communications - Cabinet,checklist,,,,,Cabinet ITC,,,,,,
,step,,,,,Patch Panel: 3140-1-PPT-00001,,,,,,
Communications - Copper,checklist,,,,,,3140-1-001,,,,,
Communications - Copper,checklist,,,,,,3140-1-002,,,,,
Communications - Copper,checklist,,,,,,3140-1-003,,,,,
Communications - Copper,checklist,,,,,,3140-1-004,,,,,
Communications - Copper,checklist,,,,,,3140-1-005,,,,,
Communications - Copper,checklist,,,,,,3140-1-006,,,,,
Communications - Copper,checklist,,,,,,3140-1-007,,,,,
Communications - Copper,checklist,,,,,,3140-1-008,,,,,
Communications - Copper,checklist,,,,,,3140-1-009,,,,,
Communications - Copper,checklist,,,,,,3140-1-010,,,,,
Communications - Copper,checklist,,,,,,3140-1-011,,,,,
Communications - Copper,checklist,,,,,,3140-1-012,,,,,
Communications - Copper,checklist,,,,,,3140-1-013,,,,,
Communications - Copper,checklist,,,,,,3140-1-014,,,,,
Communications - Copper,checklist,,,,,,3140-1-015,,,,,
Communications - Copper,checklist,,,,,,3140-1-016,,,,,
Communications - Copper,checklist,,,,,,3140-1-017,,,,,
Communications - Copper,checklist,,,,,,3140-1-018,,,,,
Communications - Copper,checklist,,,,,,3140-1-019,,,,,
Communications - Copper,checklist,,,,,,3140-1-020,,,,,
Communications - Copper,checklist,,,,,,3140-1-021,,,,,
Communications - Copper,checklist,,,,,,3140-1-022,,,,,
Communications - Copper,checklist,,,,,,3140-1-023,,,,,
Communications - Copper,checklist,,,,,,3140-1-024,,,,,
,step,,,,,Patch Panel: 3140-1-PPT-00002,,,,,,
Communications - Copper,checklist,,,,,,3140-1-025,,,,,
Communications - Copper,checklist,,,,,,3140-1-026,,,,,
Communications - Copper,checklist,,,,,,3140-1-027,,,,,
Communications - Copper,checklist,,,,,,3140-1-028,,,,,
Communications - Copper,checklist,,,,,,3140-1-029,,,,,
Communications - Copper,checklist,,,,,,3140-1-030,,,,,
Communications - Copper,checklist,,,,,,3140-1-031,,,,,
Communications - Copper,checklist,,,,,,3140-1-032,,,,,
Communications - Copper,checklist,,,,,,3140-1-033,,,,,
Communications - Copper,checklist,,,,,,3140-1-034,,,,,
Communications - Copper,checklist,,,,,,3140-1-035,,,,,
